Object,Property,Property split,Type,Access
IAuthor,Name,Name,HRESULT,R_O
IAuthor,ProviderID,Provider ID,HRESULT,R_O
IAuthor,UserID,User ID,HRESULT,R_O
IAutoCorrect,Application,Application,HRESULT,R_O
IAutoCorrect,Creator,Creator,HRESULT,R_O
IAutoCorrect,Parent,Parent,HRESULT,R_O
IAutoCorrect,CapitalizeNamesOfDays,Capitalize Names Of Days,HRESULT,V
IAutoCorrect,ReplacementList,Replacement List,HRESULT,V
IAutoCorrect,ReplaceText,Replace Text,HRESULT,V
IAutoCorrect,TwoInitialCapitals,Two Initial Capitals,HRESULT,V
IAutoCorrect,CorrectSentenceCap,Correct Sentence Cap,HRESULT,V
IAutoCorrect,CorrectCapsLock,Correct Caps Lock,HRESULT,V
IAutoCorrect,DisplayAutoCorrectOptions,Display Auto Correct Options,HRESULT,V
IAutoCorrect,AutoExpandListRange,Auto Expand List Range,HRESULT,V
IAutoCorrect,AutoFillFormulasInLists,Auto Fill Formulas In Lists,HRESULT,V
IAutoFilter,Application,Application,HRESULT,R_O
IAutoFilter,Creator,Creator,HRESULT,R_O
IAutoFilter,Parent,Parent,HRESULT,R_O
IAutoFilter,Range,Range,HRESULT,R_O
IAutoFilter,Filters,Filters,HRESULT,R_O
IAutoFilter,FilterMode,Filter Mode,HRESULT,R_O
IAutoFilter,Sort,Sort,HRESULT,R_O
IAutoRecover,Application,Application,HRESULT,R_O
IAutoRecover,Creator,Creator,HRESULT,R_O
IAutoRecover,Parent,Parent,HRESULT,R_O
IAutoRecover,Enabled,Enabled,HRESULT,V
IAutoRecover,Time,Time,HRESULT,V
IAutoRecover,Path,Path,HRESULT,V
IAxes,Application,Application,HRESULT,R_O
IAxes,Creator,Creator,HRESULT,R_O
IAxes,Parent,Parent,HRESULT,R_O
IAxes,Count,Count,HRESULT,R_O
IAxis,Application,Application,HRESULT,R_O
IAxis,Creator,Creator,HRESULT,R_O
IAxis,Parent,Parent,HRESULT,R_O
IAxis,AxisBetweenCategories,Axis Between Categories,HRESULT,V
IAxis,AxisGroup,Axis Group,HRESULT,R_O
IAxis,AxisTitle,Axis Title,HRESULT,R_O
IAxis,Border,Border,HRESULT,R_O
IAxis,CategoryNames,Category Names,HRESULT,V
IAxis,Crosses,Crosses,HRESULT,V
IAxis,CrossesAt,Crosses At,HRESULT,V
IAxis,HasMajorGridlines,Has Major Gridlines,HRESULT,V
IAxis,HasMinorGridlines,Has Minor Gridlines,HRESULT,V
IAxis,HasTitle,Has Title,HRESULT,V
IAxis,MajorGridlines,Major Gridlines,HRESULT,R_O
IAxis,MajorTickMark,Major Tick Mark,HRESULT,V
IAxis,MajorUnit,Major Unit,HRESULT,V
IAxis,MajorUnitIsAuto,Major Unit Is Auto,HRESULT,V
IAxis,MaximumScale,Maximum Scale,HRESULT,V
IAxis,MaximumScaleIsAuto,Maximum Scale Is Auto,HRESULT,V
IAxis,MinimumScale,Minimum Scale,HRESULT,V
IAxis,MinimumScaleIsAuto,Minimum Scale Is Auto,HRESULT,V
IAxis,MinorGridlines,Minor Gridlines,HRESULT,R_O
IAxis,MinorTickMark,Minor Tick Mark,HRESULT,V
IAxis,MinorUnit,Minor Unit,HRESULT,V
IAxis,MinorUnitIsAuto,Minor Unit Is Auto,HRESULT,V
IAxis,ReversePlotOrder,Reverse Plot Order,HRESULT,V
IAxis,ScaleType,Scale Type,HRESULT,V
IAxis,TickLabelPosition,Tick Label Position,HRESULT,V
IAxis,TickLabels,Tick Labels,HRESULT,R_O
IAxis,TickLabelSpacing,Tick Label Spacing,HRESULT,V
IAxis,TickMarkSpacing,Tick Mark Spacing,HRESULT,V
IAxis,Type,Type,HRESULT,V
IAxis,BaseUnit,Base Unit,HRESULT,V
IAxis,BaseUnitIsAuto,Base Unit Is Auto,HRESULT,V
IAxis,MajorUnitScale,Major Unit Scale,HRESULT,V
IAxis,MinorUnitScale,Minor Unit Scale,HRESULT,V
IAxis,CategoryType,Category Type,HRESULT,V
IAxis,Left,Left,HRESULT,R_O
IAxis,Top,Top,HRESULT,R_O
IAxis,Width,Width,HRESULT,R_O
IAxis,Height,Height,HRESULT,R_O
IAxis,DisplayUnit,Display Unit,HRESULT,V
IAxis,DisplayUnitCustom,Display Unit Custom,HRESULT,V
IAxis,HasDisplayUnitLabel,Has Display Unit Label,HRESULT,V
IAxis,DisplayUnitLabel,Display Unit Label,HRESULT,R_O
IAxis,LogBase,Log Base,HRESULT,V
IAxis,TickLabelSpacingIsAuto,Tick Label Spacing Is Auto,HRESULT,V
IAxis,Format,Format,HRESULT,R_O
IAxis,CategorySortOrder,Category Sort Order,HRESULT,V
IAxisTitle,Application,Application,HRESULT,R_O
IAxisTitle,Creator,Creator,HRESULT,R_O
IAxisTitle,Parent,Parent,HRESULT,R_O
IAxisTitle,Name,Name,HRESULT,R_O
IAxisTitle,Caption,Caption,HRESULT,V
IAxisTitle,Characters,Characters,HRESULT,R_O
IAxisTitle,HorizontalAlignment,Horizontal Alignment,HRESULT,V
IAxisTitle,Left,Left,HRESULT,V
IAxisTitle,Orientation,Orientation,HRESULT,V
IAxisTitle,Shadow,Shadow,HRESULT,V
IAxisTitle,Text,Text,HRESULT,V
IAxisTitle,Top,Top,HRESULT,V
IAxisTitle,VerticalAlignment,Vertical Alignment,HRESULT,V
IAxisTitle,ReadingOrder,Reading Order,HRESULT,V
IAxisTitle,IncludeInLayout,Include In Layout,HRESULT,V
IAxisTitle,Position,Position,HRESULT,V
IAxisTitle,Format,Format,HRESULT,R_O
IAxisTitle,Height,Height,HRESULT,R_O
IAxisTitle,Width,Width,HRESULT,R_O
IAxisTitle,Formula,Formula,HRESULT,V
IAxisTitle,FormulaR1C1,Formula R1 C1,HRESULT,V
IAxisTitle,FormulaLocal,Formula Local,HRESULT,V
IAxisTitle,FormulaR1C1Local,Formula R1 C1 Local,HRESULT,V
IBorder,Application,Application,HRESULT,R_O
IBorder,Creator,Creator,HRESULT,R_O
IBorder,Parent,Parent,HRESULT,R_O
IBorder,Color,Color,HRESULT,V
IBorder,ColorIndex,Color Index,HRESULT,V
IBorder,LineStyle,Line Style,HRESULT,V
IBorder,Weight,Weight,HRESULT,V
IBorder,ThemeColor,Theme Color,HRESULT,V
IBorder,TintAndShade,Tint And Shade,HRESULT,V
IBorders,Application,Application,HRESULT,R_O
IBorders,Creator,Creator,HRESULT,R_O
IBorders,Parent,Parent,HRESULT,R_O
IBorders,Color,Color,HRESULT,V
IBorders,ColorIndex,Color Index,HRESULT,V
IBorders,Count,Count,HRESULT,R_O
IBorders,Item,Item,HRESULT,R_O
IBorders,LineStyle,Line Style,HRESULT,V
IBorders,_NewEnum,_New Enum,HRESULT,R_O
IBorders,Value,Value,HRESULT,V
IBorders,Weight,Weight,HRESULT,V
IBorders,_Default,_Default,HRESULT,R_O
IBorders,ThemeColor,Theme Color,HRESULT,V
IBorders,TintAndShade,Tint And Shade,HRESULT,V
IButton,Application,Application,HRESULT,R_O
IButton,Creator,Creator,HRESULT,R_O
IButton,Parent,Parent,HRESULT,R_O
IButton,BottomRightCell,Bottom Right Cell,HRESULT,R_O
IButton,Enabled,Enabled,HRESULT,V
IButton,Height,Height,HRESULT,V
IButton,Index,Index,HRESULT,R_O
IButton,Left,Left,HRESULT,V
IButton,Locked,Locked,HRESULT,V
IButton,Name,Name,HRESULT,V
IButton,Placement,Placement,HRESULT,V
IButton,PrintObject,Print Object,HRESULT,V
IButton,Top,Top,HRESULT,V
IButton,TopLeftCell,Top Left Cell,HRESULT,R_O
IButton,Visible,Visible,HRESULT,V
IButton,Width,Width,HRESULT,V
IButton,ZOrder,Z Order,HRESULT,R_O
IButton,ShapeRange,Shape Range,HRESULT,R_O
IButton,AddIndent,Add Indent,HRESULT,V
IButton,AutoScaleFont,Auto Scale Font,HRESULT,V
IButton,AutoSize,Auto Size,HRESULT,V
IButton,Caption,Caption,HRESULT,V
IButton,Characters,Characters,HRESULT,R_O
IButton,Font,Font,HRESULT,R_O
IButton,Formula,Formula,HRESULT,V
IButton,HorizontalAlignment,Horizontal Alignment,HRESULT,V
IButton,LockedText,Locked Text,HRESULT,V
IButton,Orientation,Orientation,HRESULT,V
IButton,Text,Text,HRESULT,V
IButton,VerticalAlignment,Vertical Alignment,HRESULT,V
IButton,ReadingOrder,Reading Order,HRESULT,V
IButton,Accelerator,Accelerator,HRESULT,V
IButton,CancelButton,Cancel Button,HRESULT,V
IButton,DefaultButton,Default Button,HRESULT,V
IButton,DismissButton,Dismiss Button,HRESULT,V
IButton,HelpButton,Help Button,HRESULT,V
IButton,PhoneticAccelerator,Phonetic Accelerator,HRESULT,V
IButtons,Application,Application,HRESULT,R_O
IButtons,Creator,Creator,HRESULT,R_O
IButtons,Parent,Parent,HRESULT,R_O
IButtons,Enabled,Enabled,HRESULT,V
IButtons,Height,Height,HRESULT,V
IButtons,Left,Left,HRESULT,V
IButtons,Locked,Locked,HRESULT,V
IButtons,Placement,Placement,HRESULT,V
IButtons,PrintObject,Print Object,HRESULT,V
IButtons,Top,Top,HRESULT,V
IButtons,Visible,Visible,HRESULT,V
IButtons,Width,Width,HRESULT,V
IButtons,ZOrder,Z Order,HRESULT,R_O
IButtons,ShapeRange,Shape Range,HRESULT,R_O
IButtons,AddIndent,Add Indent,HRESULT,V
IButtons,AutoScaleFont,Auto Scale Font,HRESULT,V
IButtons,AutoSize,Auto Size,HRESULT,V
IButtons,Caption,Caption,HRESULT,V
IButtons,Characters,Characters,HRESULT,R_O
IButtons,Font,Font,HRESULT,R_O
IButtons,Formula,Formula,HRESULT,V
IButtons,HorizontalAlignment,Horizontal Alignment,HRESULT,V
IButtons,LockedText,Locked Text,HRESULT,V
IButtons,Orientation,Orientation,HRESULT,V
IButtons,Text,Text,HRESULT,V
IButtons,VerticalAlignment,Vertical Alignment,HRESULT,V
IButtons,ReadingOrder,Reading Order,HRESULT,V
IButtons,Accelerator,Accelerator,HRESULT,V
IButtons,CancelButton,Cancel Button,HRESULT,V
IButtons,DefaultButton,Default Button,HRESULT,V
IButtons,DismissButton,Dismiss Button,HRESULT,V
IButtons,HelpButton,Help Button,HRESULT,V
IButtons,PhoneticAccelerator,Phonetic Accelerator,HRESULT,V
IButtons,Count,Count,HRESULT,R_O
ICalculatedFields,Application,Application,HRESULT,R_O
ICalculatedFields,Creator,Creator,HRESULT,R_O
ICalculatedFields,Parent,Parent,HRESULT,R_O
ICalculatedFields,Count,Count,HRESULT,R_O
ICalculatedFields,_Default,_Default,HRESULT,R_O
ICalculatedItems,Application,Application,HRESULT,R_O
ICalculatedItems,Creator,Creator,HRESULT,R_O
ICalculatedItems,Parent,Parent,HRESULT,R_O
ICalculatedItems,Count,Count,HRESULT,R_O
ICalculatedItems,_Default,_Default,HRESULT,R_O
ICalculatedMember,Application,Application,HRESULT,R_O
ICalculatedMember,Creator,Creator,HRESULT,R_O
ICalculatedMember,Parent,Parent,HRESULT,R_O
ICalculatedMember,Name,Name,HRESULT,R_O
ICalculatedMember,Formula,Formula,HRESULT,R_O
ICalculatedMember,SourceName,Source Name,HRESULT,R_O
ICalculatedMember,SolveOrder,Solve Order,HRESULT,R_O
ICalculatedMember,IsValid,Is Valid,HRESULT,R_O
ICalculatedMember,_Default,_Default,HRESULT,R_O
ICalculatedMember,Type,Type,HRESULT,R_O
ICalculatedMember,Dynamic,Dynamic,HRESULT,R_O
ICalculatedMember,DisplayFolder,Display Folder,HRESULT,R_O
ICalculatedMember,HierarchizeDistinct,Hierarchize Distinct,HRESULT,V
ICalculatedMember,FlattenHierarchies,Flatten Hierarchies,HRESULT,V
ICalculatedMember,MeasureGroup,Measure Group,HRESULT,R_O
ICalculatedMember,ParentHierarchy,Parent Hierarchy,HRESULT,R_O
ICalculatedMember,ParentMember,Parent Member,HRESULT,R_O
ICalculatedMember,NumberFormat,Number Format,HRESULT,R_O
ICalculatedMembers,Application,Application,HRESULT,R_O
ICalculatedMembers,Creator,Creator,HRESULT,R_O
ICalculatedMembers,Parent,Parent,HRESULT,R_O
ICalculatedMembers,Count,Count,HRESULT,R_O
ICalculatedMembers,Item,Item,HRESULT,R_O
ICalculatedMembers,_Default,_Default,HRESULT,R_O
ICalculatedMembers,_NewEnum,_New Enum,HRESULT,R_O
ICategoryCollection,Application,Application,HRESULT,R_O
ICategoryCollection,Creator,Creator,HRESULT,R_O
ICategoryCollection,Parent,Parent,HRESULT,R_O
ICategoryCollection,Count,Count,HRESULT,R_O
ICellControl,Application,Application,HRESULT,R_O
ICellControl,Creator,Creator,HRESULT,R_O
ICellControl,Parent,Parent,HRESULT,R_O
ICellControl,Type,Type,HRESULT,R_O
ICellFormat,Application,Application,HRESULT,R_O
ICellFormat,Creator,Creator,HRESULT,R_O
ICellFormat,Parent,Parent,HRESULT,R_O
ICellFormat,Borders,Borders,HRESULT,V
ICellFormat,Font,Font,HRESULT,V
ICellFormat,Interior,Interior,HRESULT,V
ICellFormat,NumberFormat,Number Format,HRESULT,V
ICellFormat,NumberFormatLocal,Number Format Local,HRESULT,V
ICellFormat,AddIndent,Add Indent,HRESULT,V
ICellFormat,IndentLevel,Indent Level,HRESULT,V
ICellFormat,HorizontalAlignment,Horizontal Alignment,HRESULT,V
ICellFormat,VerticalAlignment,Vertical Alignment,HRESULT,V
ICellFormat,Orientation,Orientation,HRESULT,V
ICellFormat,ShrinkToFit,Shrink To Fit,HRESULT,V
ICellFormat,WrapText,Wrap Text,HRESULT,V
ICellFormat,Locked,Locked,HRESULT,V
ICellFormat,FormulaHidden,Formula Hidden,HRESULT,V
ICellFormat,MergeCells,Merge Cells,HRESULT,V
ICharacters,Application,Application,HRESULT,R_O
ICharacters,Creator,Creator,HRESULT,R_O
ICharacters,Parent,Parent,HRESULT,R_O
ICharacters,Caption,Caption,HRESULT,V
ICharacters,Count,Count,HRESULT,R_O
ICharacters,Font,Font,HRESULT,R_O
ICharacters,Text,Text,HRESULT,V
ICharacters,PhoneticCharacters,Phonetic Characters,HRESULT,V
IChartArea,Application,Application,HRESULT,R_O
IChartArea,Creator,Creator,HRESULT,R_O
IChartArea,Parent,Parent,HRESULT,R_O
IChartArea,Name,Name,HRESULT,R_O
IChartArea,Shadow,Shadow,HRESULT,V
IChartArea,Height,Height,HRESULT,V
IChartArea,Left,Left,HRESULT,V
IChartArea,Top,Top,HRESULT,V
IChartArea,Width,Width,HRESULT,V
IChartArea,Format,Format,HRESULT,R_O
IChartArea,RoundedCorners,Rounded Corners,HRESULT,V
IChartCategory,Application,Application,HRESULT,R_O
IChartCategory,Creator,Creator,HRESULT,R_O
IChartCategory,Parent,Parent,HRESULT,R_O
IChartCategory,Name,Name,HRESULT,R_O
IChartCategory,IsFiltered,Is Filtered,HRESULT,V
IChartColorFormat,Application,Application,HRESULT,R_O
IChartColorFormat,Creator,Creator,HRESULT,R_O
IChartColorFormat,Parent,Parent,HRESULT,R_O
IChartColorFormat,SchemeColor,Scheme Color,HRESULT,V
IChartColorFormat,RGB,RGB,HRESULT,R_O
IChartColorFormat,_Default,_Default,HRESULT,R_O
IChartColorFormat,Type,Type,HRESULT,R_O
IChartFillFormat,Application,Application,HRESULT,R_O
IChartFillFormat,Creator,Creator,HRESULT,R_O
IChartFillFormat,Parent,Parent,HRESULT,R_O
IChartFillFormat,BackColor,Back Color,HRESULT,R_O
IChartFillFormat,ForeColor,Fore Color,HRESULT,R_O
IChartFillFormat,GradientColorType,Gradient Color Type,HRESULT,R_O
IChartFillFormat,GradientDegree,Gradient Degree,HRESULT,R_O
IChartFillFormat,GradientStyle,Gradient Style,HRESULT,R_O
IChartFillFormat,GradientVariant,Gradient Variant,HRESULT,R_O
IChartFillFormat,Pattern,Pattern,HRESULT,R_O
IChartFillFormat,PresetGradientType,Preset Gradient Type,HRESULT,R_O
IChartFillFormat,PresetTexture,Preset Texture,HRESULT,R_O
IChartFillFormat,TextureName,Texture Name,HRESULT,R_O
IChartFillFormat,TextureType,Texture Type,HRESULT,R_O
IChartFillFormat,Type,Type,HRESULT,R_O
IChartFillFormat,Visible,Visible,HRESULT,V
IChartFormat,Application,Application,HRESULT,R_O
IChartFormat,Creator,Creator,HRESULT,R_O
IChartFormat,Parent,Parent,HRESULT,R_O
IChartFormat,Fill,Fill,HRESULT,R_O
IChartFormat,Glow,Glow,HRESULT,R_O
IChartFormat,Line,Line,HRESULT,R_O
IChartFormat,PictureFormat,Picture Format,HRESULT,R_O
IChartFormat,Shadow,Shadow,HRESULT,R_O
IChartFormat,SoftEdge,Soft Edge,HRESULT,R_O
IChartFormat,TextFrame2,Text Frame2,HRESULT,R_O
IChartFormat,ThreeD,Three D,HRESULT,R_O
IChartFormat,Adjustments,Adjustments,HRESULT,R_O
IChartFormat,AutoShapeType,Auto Shape Type,HRESULT,V
IChartGroup,Application,Application,HRESULT,R_O
IChartGroup,Creator,Creator,HRESULT,R_O
IChartGroup,Parent,Parent,HRESULT,R_O
IChartGroup,AxisGroup,Axis Group,HRESULT,V
IChartGroup,DoughnutHoleSize,Doughnut Hole Size,HRESULT,V
IChartGroup,DownBars,Down Bars,HRESULT,R_O
IChartGroup,DropLines,Drop Lines,HRESULT,R_O
IChartGroup,FirstSliceAngle,First Slice Angle,HRESULT,V
IChartGroup,GapWidth,Gap Width,HRESULT,V
IChartGroup,HasDropLines,Has Drop Lines,HRESULT,V
IChartGroup,HasHiLoLines,Has Hi Lo Lines,HRESULT,V
IChartGroup,HasRadarAxisLabels,Has Radar Axis Labels,HRESULT,V
IChartGroup,HasSeriesLines,Has Series Lines,HRESULT,V
IChartGroup,HasUpDownBars,Has Up Down Bars,HRESULT,V
IChartGroup,HiLoLines,Hi Lo Lines,HRESULT,R_O
IChartGroup,Index,Index,HRESULT,R_O
IChartGroup,Overlap,Overlap,HRESULT,V
IChartGroup,RadarAxisLabels,Radar Axis Labels,HRESULT,R_O
IChartGroup,SeriesLines,Series Lines,HRESULT,R_O
IChartGroup,UpBars,Up Bars,HRESULT,R_O
IChartGroup,VaryByCategories,Vary By Categories,HRESULT,V
IChartGroup,SizeRepresents,Size Represents,HRESULT,V
IChartGroup,BubbleScale,Bubble Scale,HRESULT,V
IChartGroup,ShowNegativeBubbles,Show Negative Bubbles,HRESULT,V
IChartGroup,SplitType,Split Type,HRESULT,V
IChartGroup,SplitValue,Split Value,HRESULT,V
IChartGroup,SecondPlotSize,Second Plot Size,HRESULT,V
IChartGroup,Has3DShading,Has3 D Shading,HRESULT,V
IChartGroup,BinsType,Bins Type,HRESULT,V
IChartGroup,BinWidthValue,Bin Width Value,HRESULT,V
IChartGroup,BinsCountValue,Bins Count Value,HRESULT,V
IChartGroup,BinsOverflowEnabled,Bins Overflow Enabled,HRESULT,V
IChartGroup,BinsOverflowValue,Bins Overflow Value,HRESULT,V
IChartGroup,BinsUnderflowEnabled,Bins Underflow Enabled,HRESULT,V
IChartGroup,BinsUnderflowValue,Bins Underflow Value,HRESULT,V
IChartGroups,Application,Application,HRESULT,R_O
IChartGroups,Creator,Creator,HRESULT,R_O
IChartGroups,Parent,Parent,HRESULT,R_O
IChartGroups,Count,Count,HRESULT,R_O
IChartObject,Application,Application,HRESULT,R_O
IChartObject,Creator,Creator,HRESULT,R_O
IChartObject,Parent,Parent,HRESULT,R_O
IChartObject,BottomRightCell,Bottom Right Cell,HRESULT,R_O
IChartObject,Height,Height,HRESULT,V
IChartObject,Index,Index,HRESULT,R_O
IChartObject,Left,Left,HRESULT,V
IChartObject,Locked,Locked,HRESULT,V
IChartObject,Name,Name,HRESULT,V
IChartObject,Placement,Placement,HRESULT,V
IChartObject,PrintObject,Print Object,HRESULT,V
IChartObject,Top,Top,HRESULT,V
IChartObject,TopLeftCell,Top Left Cell,HRESULT,R_O
IChartObject,Visible,Visible,HRESULT,V
IChartObject,Width,Width,HRESULT,V
IChartObject,ZOrder,Z Order,HRESULT,R_O
IChartObject,ShapeRange,Shape Range,HRESULT,R_O
IChartObject,Chart,Chart,HRESULT,R_O
IChartObject,ProtectChartObject,Protect Chart Object,HRESULT,V
IChartObject,RoundedCorners,Rounded Corners,HRESULT,V
IChartObject,Shadow,Shadow,HRESULT,V
IChartObjects,Application,Application,HRESULT,R_O
IChartObjects,Creator,Creator,HRESULT,R_O
IChartObjects,Parent,Parent,HRESULT,R_O
IChartObjects,Height,Height,HRESULT,V
IChartObjects,Left,Left,HRESULT,V
IChartObjects,Locked,Locked,HRESULT,V
IChartObjects,Placement,Placement,HRESULT,V
IChartObjects,PrintObject,Print Object,HRESULT,V
IChartObjects,Top,Top,HRESULT,V
IChartObjects,Visible,Visible,HRESULT,V
IChartObjects,Width,Width,HRESULT,V
IChartObjects,ShapeRange,Shape Range,HRESULT,R_O
IChartObjects,ProtectChartObject,Protect Chart Object,HRESULT,V
IChartObjects,Count,Count,HRESULT,R_O
ICharts,Application,Application,HRESULT,R_O
ICharts,Creator,Creator,HRESULT,R_O
ICharts,Parent,Parent,HRESULT,R_O
ICharts,Count,Count,HRESULT,R_O
ICharts,Item,Item,HRESULT,R_O
ICharts,_NewEnum,_New Enum,HRESULT,R_O
ICharts,HPageBreaks,H Page Breaks,HRESULT,R_O
ICharts,VPageBreaks,V Page Breaks,HRESULT,R_O
ICharts,Visible,Visible,HRESULT,V
ICharts,_Default,_Default,HRESULT,R_O
IChartSeriesGradientStopData,Application,Application,HRESULT,R_O
IChartSeriesGradientStopData,Creator,Creator,HRESULT,R_O
IChartSeriesGradientStopData,Parent,Parent,HRESULT,R_O
IChartSeriesGradientStopData,StopColor,Stop Color,HRESULT,R_O
IChartSeriesGradientStopData,StopPositionType,Stop Position Type,HRESULT,V
IChartSeriesGradientStopData,StopValue,Stop Value,HRESULT,V
IChartTitle,Application,Application,HRESULT,R_O
IChartTitle,Creator,Creator,HRESULT,R_O
IChartTitle,Parent,Parent,HRESULT,R_O
IChartTitle,Name,Name,HRESULT,R_O
IChartTitle,Caption,Caption,HRESULT,V
IChartTitle,Characters,Characters,HRESULT,R_O
IChartTitle,HorizontalAlignment,Horizontal Alignment,HRESULT,V
IChartTitle,Left,Left,HRESULT,V
IChartTitle,Orientation,Orientation,HRESULT,V
IChartTitle,Shadow,Shadow,HRESULT,V
IChartTitle,Text,Text,HRESULT,V
IChartTitle,Top,Top,HRESULT,V
IChartTitle,VerticalAlignment,Vertical Alignment,HRESULT,V
IChartTitle,ReadingOrder,Reading Order,HRESULT,V
IChartTitle,IncludeInLayout,Include In Layout,HRESULT,V
IChartTitle,Position,Position,HRESULT,V
IChartTitle,Format,Format,HRESULT,R_O
IChartTitle,Height,Height,HRESULT,R_O
IChartTitle,Width,Width,HRESULT,R_O
IChartTitle,Formula,Formula,HRESULT,V
IChartTitle,FormulaR1C1,Formula R1 C1,HRESULT,V
IChartTitle,FormulaLocal,Formula Local,HRESULT,V
IChartTitle,FormulaR1C1Local,Formula R1 C1 Local,HRESULT,V
IChartView,Application,Application,HRESULT,R_O
IChartView,Creator,Creator,HRESULT,R_O
IChartView,Parent,Parent,HRESULT,R_O
IChartView,Sheet,Sheet,HRESULT,R_O
ICheckBox,Application,Application,HRESULT,R_O
ICheckBox,Creator,Creator,HRESULT,R_O
ICheckBox,Parent,Parent,HRESULT,R_O
ICheckBox,BottomRightCell,Bottom Right Cell,HRESULT,R_O
ICheckBox,Enabled,Enabled,HRESULT,V
ICheckBox,Height,Height,HRESULT,V
ICheckBox,Index,Index,HRESULT,R_O
ICheckBox,Left,Left,HRESULT,V
ICheckBox,Locked,Locked,HRESULT,V
ICheckBox,Name,Name,HRESULT,V
ICheckBox,Placement,Placement,HRESULT,V
ICheckBox,PrintObject,Print Object,HRESULT,V
ICheckBox,Top,Top,HRESULT,V
ICheckBox,TopLeftCell,Top Left Cell,HRESULT,R_O
ICheckBox,Visible,Visible,HRESULT,V
ICheckBox,Width,Width,HRESULT,V
ICheckBox,ZOrder,Z Order,HRESULT,R_O
ICheckBox,ShapeRange,Shape Range,HRESULT,R_O
ICheckBox,Caption,Caption,HRESULT,V
ICheckBox,Characters,Characters,HRESULT,R_O
ICheckBox,LockedText,Locked Text,HRESULT,V
ICheckBox,Text,Text,HRESULT,V
ICheckBox,Accelerator,Accelerator,HRESULT,V
ICheckBox,Border,Border,HRESULT,R_O
ICheckBox,_Default,_Default,HRESULT,V
ICheckBox,Display3DShading,Display3 D Shading,HRESULT,V
ICheckBox,Interior,Interior,HRESULT,R_O
ICheckBox,LinkedCell,Linked Cell,HRESULT,V
ICheckBox,PhoneticAccelerator,Phonetic Accelerator,HRESULT,V
ICheckBox,Value,Value,HRESULT,V
ICheckBoxes,Application,Application,HRESULT,R_O
ICheckBoxes,Creator,Creator,HRESULT,R_O
ICheckBoxes,Parent,Parent,HRESULT,R_O
ICheckBoxes,Enabled,Enabled,HRESULT,V
ICheckBoxes,Height,Height,HRESULT,V
ICheckBoxes,Left,Left,HRESULT,V
ICheckBoxes,Locked,Locked,HRESULT,V
ICheckBoxes,Placement,Placement,HRESULT,V
ICheckBoxes,PrintObject,Print Object,HRESULT,V
ICheckBoxes,Top,Top,HRESULT,V
ICheckBoxes,Visible,Visible,HRESULT,V
ICheckBoxes,Width,Width,HRESULT,V
ICheckBoxes,ZOrder,Z Order,HRESULT,R_O
ICheckBoxes,ShapeRange,Shape Range,HRESULT,R_O
ICheckBoxes,Caption,Caption,HRESULT,V
ICheckBoxes,Characters,Characters,HRESULT,R_O
ICheckBoxes,LockedText,Locked Text,HRESULT,V
ICheckBoxes,Text,Text,HRESULT,V
ICheckBoxes,Accelerator,Accelerator,HRESULT,V
ICheckBoxes,Border,Border,HRESULT,R_O
ICheckBoxes,_Default,_Default,HRESULT,V
ICheckBoxes,Display3DShading,Display3 D Shading,HRESULT,V
ICheckBoxes,Interior,Interior,HRESULT,R_O
ICheckBoxes,LinkedCell,Linked Cell,HRESULT,V
ICheckBoxes,PhoneticAccelerator,Phonetic Accelerator,HRESULT,V
ICheckBoxes,Value,Value,HRESULT,V
ICheckBoxes,Count,Count,HRESULT,R_O
IColorScale,Application,Application,HRESULT,R_O
IColorScale,Creator,Creator,HRESULT,R_O
IColorScale,Parent,Parent,HRESULT,R_O
IColorScale,Priority,Priority,HRESULT,V
IColorScale,StopIfTrue,Stop If True,HRESULT,R_O
IColorScale,AppliesTo,Applies To,HRESULT,R_O
IColorScale,Formula,Formula,HRESULT,V
IColorScale,Type,Type,HRESULT,R_O
IColorScale,PTCondition,PT Condition,HRESULT,R_O
IColorScale,ScopeType,Scope Type,HRESULT,V
IColorScale,ColorScaleCriteria,Color Scale Criteria,HRESULT,R_O
IColorScaleCriteria,Count,Count,HRESULT,R_O
IColorScaleCriteria,_Default,_Default,HRESULT,R_O
IColorScaleCriteria,_NewEnum,_New Enum,HRESULT,R_O
IColorScaleCriteria,Item,Item,HRESULT,R_O
IColorScaleCriterion,Index,Index,HRESULT,R_O
IColorScaleCriterion,Type,Type,HRESULT,V
IColorScaleCriterion,Value,Value,HRESULT,V
IColorScaleCriterion,FormatColor,Format Color,HRESULT,R_O
IColorStop,Application,Application,HRESULT,R_O
IColorStop,Creator,Creator,HRESULT,R_O
IColorStop,Parent,Parent,HRESULT,R_O
IColorStop,Color,Color,HRESULT,V
IColorStop,ThemeColor,Theme Color,HRESULT,V
IColorStop,TintAndShade,Tint And Shade,HRESULT,V
IColorStop,Position,Position,HRESULT,V
IColorStops,Application,Application,HRESULT,R_O
IColorStops,Creator,Creator,HRESULT,R_O
IColorStops,Parent,Parent,HRESULT,R_O
IColorStops,Count,Count,HRESULT,R_O
IColorStops,_Default,_Default,HRESULT,R_O
IColorStops,_NewEnum,_New Enum,HRESULT,R_O
IComment,Application,Application,HRESULT,R_O
IComment,Creator,Creator,HRESULT,R_O
IComment,Parent,Parent,HRESULT,R_O
IComment,Author,Author,HRESULT,R_O
