Owner,Kind,Constant,Value,Description
MsoChartElementType,Enumeration,msoElementSecondaryCategoryAxisLogScale,379,Use log scale for secondary category axis.
MsoChartElementType,Enumeration,msoElementDataTableNone,500,Do not display data table.
MsoChartElementType,Enumeration,msoElementDataTableShow,501,Display data table.
MsoChartElementType,Enumeration,msoElementDataTableWithLegendKeys,502,Display data table with legend keys.
MsoChartElementType,Enumeration,msoElementTrendlineNone,600,Do not display trendline.
MsoChartElementType,Enumeration,msoElementTrendlineAddLinear,601,Add a linear trendline.
MsoChartElementType,Enumeration,msoElementTrendlineAddExponential,602,Add an exponential trendline.
MsoChartElementType,Enumeration,msoElementTrendlineAddLinearForecast,603,Add a linear forecast.
MsoChartElementType,Enumeration,msoElementTrendlineAddTwoPeriodMovingAverage,604,Add a two-period moving average.
MsoChartElementType,Enumeration,msoElementErrorBarNone,700,Do not display error bar.
MsoChartElementType,Enumeration,msoElementErrorBarStandardError,701,Display standard error bar.
MsoChartElementType,Enumeration,msoElementErrorBarPercentage,702,Display percentage error bar.
MsoChartElementType,Enumeration,msoElementErrorBarStandardDeviation,703,Display standard deviation error bar.
MsoChartElementType,Enumeration,msoElementLineNone,800,Do not display line.
MsoChartElementType,Enumeration,msoElementLineDropLine,801,Display drop line.
MsoChartElementType,Enumeration,msoElementLineHiLoLine,802,Display high/low line.
MsoChartElementType,Enumeration,msoElementLineSeriesLine,803,Display series line.
MsoChartElementType,Enumeration,msoElementLineDropHiLoLine,804,Display drop high/low line.
MsoChartElementType,Enumeration,msoElementUpDownBarsNone,900,Do not display up/down bars.
MsoChartElementType,Enumeration,msoElementUpDownBarsShow,901,Display up/down bars.
MsoChartElementType,Enumeration,msoElementPlotAreaNone,1000,Do not display plot area.
MsoChartElementType,Enumeration,msoElementPlotAreaShow,1001,Display plot area.
MsoChartElementType,Enumeration,msoElementChartWallNone,1100,Do not display chart wall.
MsoChartElementType,Enumeration,msoElementChartWallShow,1101,Display chart wall.
MsoChartElementType,Enumeration,msoElementChartFloorNone,1200,Do not display chart floor.
MsoChartElementType,Enumeration,msoElementChartFloorShow,1201,Display chart floor.
MsoChartFieldType,Enumeration,msoChartFieldBubbleSize,1,
MsoChartFieldType,Enumeration,msoChartFieldCategoryName,2,
MsoChartFieldType,Enumeration,msoChartFieldPercentage,3,
MsoChartFieldType,Enumeration,msoChartFieldSeriesName,4,
MsoChartFieldType,Enumeration,msoChartFieldValue,5,
MsoChartFieldType,Enumeration,msoChartFieldFormula,6,
MsoChartFieldType,Enumeration,msoChartFieldRange,7,
MsoClipboardFormat,Enumeration,msoClipboardFormatMixed,-2,Return value only; indicates a combination of the other states.
MsoClipboardFormat,Enumeration,msoClipboardFormatNative,1,Native format
MsoClipboardFormat,Enumeration,msoClipboardFormatHTML,2,HTML format
MsoClipboardFormat,Enumeration,msoClipboardFormatRTF,3,RTF format
MsoClipboardFormat,Enumeration,msoClipboardFormatPlainText,4,Plain text format
MsoColorType,Enumeration,msoColorTypeMixed,-2,Not supported.
MsoColorType,Enumeration,msoColorTypeRGB,1,"Color is determined by values of red, green, and blue."
MsoColorType,Enumeration,msoColorTypeScheme,2,Color is defined by an application-specific scheme.
MsoColorType,Enumeration,msoColorTypeCMYK,3,"Color is determined by values of cyan, magenta, yellow, and black."
MsoColorType,Enumeration,msoColorTypeCMS,4,Color Management System color type.
MsoColorType,Enumeration,msoColorTypeInk,5,Not supported.
MsoComboStyle,Enumeration,msoComboNormal,0,Combo box does not include a label.
MsoComboStyle,Enumeration,msoComboLabel,1,"Combo box includes a label, specified by the Caption property of the combo box."
MsoCommandBarButtonHyperlinkType,Enumeration,msoCommandBarButtonHyperlinkNone,0,The command bar button is not a hyperlink.
MsoCommandBarButtonHyperlinkType,Enumeration,msoCommandBarButtonHyperlinkOpen,1,Clicking the command bar button opens the link specified in the command bar button's TooltipText property.
MsoCommandBarButtonHyperlinkType,Enumeration,msoCommandBarButtonHyperlinkInsertPicture,2,Clicking the command bar button inserts a picture at the active selection point.
MsoCondition,Enumeration,msoConditionFileTypeAllFiles,1,
MsoCondition,Enumeration,msoConditionFileTypeOfficeFiles,2,
MsoCondition,Enumeration,msoConditionFileTypeWordDocuments,3,
MsoCondition,Enumeration,msoConditionFileTypeExcelWorkbooks,4,
MsoCondition,Enumeration,msoConditionFileTypePowerPointPresentations,5,
MsoCondition,Enumeration,msoConditionFileTypeBinders,6,
MsoCondition,Enumeration,msoConditionFileTypeDatabases,7,
MsoCondition,Enumeration,msoConditionFileTypeTemplates,8,
MsoCondition,Enumeration,msoConditionIncludes,9,
MsoCondition,Enumeration,msoConditionIncludesPhrase,10,
MsoCondition,Enumeration,msoConditionBeginsWith,11,
MsoCondition,Enumeration,msoConditionEndsWith,12,
MsoCondition,Enumeration,msoConditionIncludesNearEachOther,13,
MsoCondition,Enumeration,msoConditionIsExactly,14,
MsoCondition,Enumeration,msoConditionIsNot,15,
MsoCondition,Enumeration,msoConditionYesterday,16,
MsoCondition,Enumeration,msoConditionToday,17,
MsoCondition,Enumeration,msoConditionTomorrow,18,
MsoCondition,Enumeration,msoConditionLastWeek,19,
MsoCondition,Enumeration,msoConditionThisWeek,20,
MsoCondition,Enumeration,msoConditionNextWeek,21,
MsoCondition,Enumeration,msoConditionLastMonth,22,
MsoCondition,Enumeration,msoConditionThisMonth,23,
MsoCondition,Enumeration,msoConditionNextMonth,24,
MsoCondition,Enumeration,msoConditionAnytime,25,
MsoCondition,Enumeration,msoConditionAnytimeBetween,26,
MsoCondition,Enumeration,msoConditionOn,27,
MsoCondition,Enumeration,msoConditionOnOrAfter,28,
MsoCondition,Enumeration,msoConditionOnOrBefore,29,
MsoCondition,Enumeration,msoConditionInTheNext,30,
MsoCondition,Enumeration,msoConditionInTheLast,31,
MsoCondition,Enumeration,msoConditionEquals,32,
MsoCondition,Enumeration,msoConditionDoesNotEqual,33,
MsoCondition,Enumeration,msoConditionAnyNumberBetween,34,
MsoCondition,Enumeration,msoConditionAtMost,35,
MsoCondition,Enumeration,msoConditionAtLeast,36,
MsoCondition,Enumeration,msoConditionMoreThan,37,
MsoCondition,Enumeration,msoConditionLessThan,38,
MsoCondition,Enumeration,msoConditionIsYes,39,
MsoCondition,Enumeration,msoConditionIsNo,40,
MsoCondition,Enumeration,msoConditionIncludesFormsOf,41,
MsoCondition,Enumeration,msoConditionFreeText,42,
MsoCondition,Enumeration,msoConditionFileTypeOutlookItems,43,
MsoCondition,Enumeration,msoConditionFileTypeMailItem,44,
MsoCondition,Enumeration,msoConditionFileTypeCalendarItem,45,
MsoCondition,Enumeration,msoConditionFileTypeContactItem,46,
MsoCondition,Enumeration,msoConditionFileTypeNoteItem,47,
MsoCondition,Enumeration,msoConditionFileTypeJournalItem,48,
MsoCondition,Enumeration,msoConditionFileTypeTaskItem,49,
MsoCondition,Enumeration,msoConditionFileTypePhotoDrawFiles,50,
MsoCondition,Enumeration,msoConditionFileTypeDataConnectionFiles,51,
MsoCondition,Enumeration,msoConditionFileTypePublisherFiles,52,
MsoCondition,Enumeration,msoConditionFileTypeProjectFiles,53,
MsoCondition,Enumeration,msoConditionFileTypeDocumentImagingFiles,54,
MsoCondition,Enumeration,msoConditionFileTypeVisioFiles,55,
MsoCondition,Enumeration,msoConditionFileTypeDesignerFiles,56,
MsoCondition,Enumeration,msoConditionFileTypeWebPages,57,
MsoCondition,Enumeration,msoConditionEqualsLow,58,
MsoCondition,Enumeration,msoConditionEqualsNormal,59,
MsoCondition,Enumeration,msoConditionEqualsHigh,60,
MsoCondition,Enumeration,msoConditionNotEqualToLow,61,
MsoCondition,Enumeration,msoConditionNotEqualToNormal,62,
MsoCondition,Enumeration,msoConditionNotEqualToHigh,63,
MsoCondition,Enumeration,msoConditionEqualsNotStarted,64,
MsoCondition,Enumeration,msoConditionEqualsInProgress,65,
MsoCondition,Enumeration,msoConditionEqualsCompleted,66,
MsoCondition,Enumeration,msoConditionEqualsWaitingForSomeoneElse,67,
MsoCondition,Enumeration,msoConditionEqualsDeferred,68,
MsoCondition,Enumeration,msoConditionNotEqualToNotStarted,69,
MsoCondition,Enumeration,msoConditionNotEqualToInProgress,70,
MsoCondition,Enumeration,msoConditionNotEqualToCompleted,71,
MsoCondition,Enumeration,msoConditionNotEqualToWaitingForSomeoneElse,72,
MsoCondition,Enumeration,msoConditionNotEqualToDeferred,73,
MsoConnector,Enumeration,msoConnectorAnd,1,
MsoConnector,Enumeration,msoConnectorOr,2,
MsoConnectorType,Enumeration,msoConnectorTypeMixed,-2,Return value only; indicates a combination of the other states.
MsoConnectorType,Enumeration,msoConnectorStraight,1,Straight line connector
MsoConnectorType,Enumeration,msoConnectorElbow,2,Elbow connector
MsoConnectorType,Enumeration,msoConnectorCurve,3,Curved connector
MsoContactCardAddressType,Enumeration,msoContactCardAddressTypeUnknown,0,An unknown identifier for an address.
MsoContactCardAddressType,Enumeration,msoContactCardAddressTypeOutlook,1,A unique identifier for an Outlook address.
MsoContactCardAddressType,Enumeration,msoContactCardAddressTypeSMTP,2,A unique identifier for an SMTP address.
MsoContactCardAddressType,Enumeration,msoContactCardAddressTypeIM,3,A unique identifier for an IM address.
MsoContactCardStyle,Enumeration,msoContactCardHover,0,The contact card is displayed as a hover card.
MsoContactCardStyle,Enumeration,msoContactCardFull,1,The contact card is displayed as a full card.
MsoContactCardType,Enumeration,msoContactCardTypeEnterpriseContact,0,A contact card for an enterprise contact address.
MsoContactCardType,Enumeration,msoContactCardTypePersonalContact,1,A contact card for a personal contact address.
MsoContactCardType,Enumeration,msoContactCardTypeUnknownContact,2,A contact card for an unknown contact address.
MsoContactCardType,Enumeration,msoContactCardTypeEnterpriseGroup,3,A contact card for an enterprise distribution list contact address.
MsoContactCardType,Enumeration,msoContactCardTypePersonalDistributionList,4,A contact card for a personal distribution list contact address.
MsoControlOLEUsage,Enumeration,msoControlOLEUsageNeither,0,Control runs on neither client nor server.
MsoControlOLEUsage,Enumeration,msoControlOLEUsageServer,1,Server-only control.
MsoControlOLEUsage,Enumeration,msoControlOLEUsageClient,2,Client-only control.
MsoControlOLEUsage,Enumeration,msoControlOLEUsageBoth,3,Control runs on both client and server.
MsoControlType,Enumeration,msoControlCustom,0,Custom control. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlButton,1,Command button.
MsoControlType,Enumeration,msoControlEdit,2,Text box.
MsoControlType,Enumeration,msoControlDropdown,3,Drop-down list.
MsoControlType,Enumeration,msoControlComboBox,4,Combo box.
MsoControlType,Enumeration,msoControlButtonDropdown,5,Drop-down button. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlSplitDropdown,6,Split drop-down list. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlOCXDropdown,7,OCX drop-down list. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlGenericDropdown,8,Generic drop-down list. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlGraphicDropdown,9,Graphic drop-down list. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlPopup,10,Pop-up.
MsoControlType,Enumeration,msoControlGraphicPopup,11,Graphic pop-up menu. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlButtonPopup,12,Pop-up button. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlSplitButtonPopup,13,Split button pop-up. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlSplitButtonMRUPopup,14,Most Recently Used (MRU) pop-up. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlLabel,15,Label. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlExpandingGrid,16,Expanding grid. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlSplitExpandingGrid,17,Split expanding grid. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlGrid,18,Grid. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlGauge,19,Gauge control. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlGraphicCombo,20,Graphic combo box. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlPane,21,Pane. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlActiveX,22,ActiveX control.
MsoControlType,Enumeration,msoControlSpinner,23,Spinner. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlLabelEx,24,Extended label. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlWorkPane,25,Work pane. Cannot be created through the object model.
MsoControlType,Enumeration,msoControlAutoCompleteCombo,26,Combo box in which the first matching choice is automatically filled in as the user types. Cannot be created through the object model.
MsoCTPDockPosition,Enumeration,msoCTPDockPositionLeft,0,Dock the task pane on the left side of the document window.
MsoCTPDockPosition,Enumeration,msoCTPDockPositionTop,1,Dock the task pane at the top of the document window.
MsoCTPDockPosition,Enumeration,msoCTPDockPositionRight,2,Dock the task pane on the right side of the document window.
MsoCTPDockPosition,Enumeration,msoCTPDockPositionBottom,3,Dock the task pane at the bottom of the document window.
MsoCTPDockPosition,Enumeration,msoCTPDockPositionFloating,4,Don't dock the task pane.
MsoCTPDockPositionRestrict,Enumeration,msoCTPDockPositionRestrictNone,0,No restrictions on docking the task pane.
MsoCTPDockPositionRestrict,Enumeration,msoCTPDockPositionRestrictNoChange,1,There is no change from the current restriction setting for the task pane.
MsoCTPDockPositionRestrict,Enumeration,msoCTPDockPositionRestrictNoHorizontal,2,Task pane can't be docked to either the right or the left side of the document window.
MsoCTPDockPositionRestrict,Enumeration,msoCTPDockPositionRestrictNoVertical,3,Task pane can't be docked to either the top or the bottom of the document window.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeElement,1,The node is an element.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeAttribute,2,The node is an attribute.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeText,3,The node is a text node.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeCData,4,The node is a CData type.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeProcessingInstruction,7,The node is a processing instruction.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeComment,8,The node is a comment.
MsoCustomXMLNodeType,Enumeration,msoCustomXMLNodeDocument,9,The node is a Document node.
MsoCustomXMLValidationErrorType,Enumeration,msoCustomXMLValidationErrorSchemaGenerated,0,"Specifies that where there is a non-empty schema collection available for the custom XML part and validation is in effect, any changes to the part will cause validation errors."
MsoCustomXMLValidationErrorType,Enumeration,msoCustomXMLValidationErrorAutomaticallyCleared,1,Specifies that the error will clear itself whenever any change is made to the node it is bound to.
MsoCustomXMLValidationErrorType,Enumeration,msoCustomXMLValidationErrorManual,2,Specifies that the error will not be cleared until the Delete method is called.
MsoDateTimeFormat,Enumeration,msoDateTimeFormatMixed,-2,Specifies a mixed format.
MsoDateTimeFormat,Enumeration,msoDateTimeMdyy,1,Specifies a Mdyy format.
MsoDateTimeFormat,Enumeration,msoDateTimeddddMMMMddyyyy,2,Specifies a ddddMMMMddyyyy format.
MsoDateTimeFormat,Enumeration,msoDateTimedMMMMyyyy,3,Specifies a MMMMyyyy format.
MsoDateTimeFormat,Enumeration,msoDateTimeMMMMdyyyy,4,Specifies a MMMMdyyyy format.
MsoDateTimeFormat,Enumeration,msoDateTimedMMMyy,5,Specifies a MMMyy format.
MsoDateTimeFormat,Enumeration,msoDateTimeMMMMyy,6,Specifies a MMMMyy format.
MsoDateTimeFormat,Enumeration,msoDateTimeMMyy,7,Specifies a MMyy format.
MsoDateTimeFormat,Enumeration,msoDateTimeMMddyyHmm,8,Specifies a MMddyyHmm format.
MsoDateTimeFormat,Enumeration,msoDateTimeMMddyyhmmAMPM,9,Specifies a MMddyyhmmAMPM format.
MsoDateTimeFormat,Enumeration,msoDateTimeHmm,10,Specifies a Hmm format.
MsoDateTimeFormat,Enumeration,msoDateTimeHmmss,11,Specifies a Hmmss format.
MsoDateTimeFormat,Enumeration,msoDateTimehmmAMPM,12,Specifies a hmmAMPM format.
MsoDateTimeFormat,Enumeration,msoDateTimehmmssAMPM,13,Specifies a hmmssAMPM format.
MsoDateTimeFormat,Enumeration,msoDateTimeFigureOut,14,Specifies that the Office application will determine the format.
MsoDiagramNodeType,Enumeration,msoDiagramNode,1,
MsoDiagramNodeType,Enumeration,msoDiagramAssistant,2,
MsoDiagramType,Enumeration,msoDiagramMixed,-2,
MsoDiagramType,Enumeration,msoDiagramOrgChart,1,
MsoDiagramType,Enumeration,msoDiagramCycle,2,
MsoDiagramType,Enumeration,msoDiagramRadial,3,
MsoDiagramType,Enumeration,msoDiagramPyramid,4,
MsoDiagramType,Enumeration,msoDiagramVenn,5,
MsoDiagramType,Enumeration,msoDiagramTarget,6,
MsoDistributeCmd,Enumeration,msoDistributeHorizontally,0,Distribute horizontally.
MsoDistributeCmd,Enumeration,msoDistributeVertically,1,Distribute vertically.
MsoDocInspectorStatus,Enumeration,msoDocInspectorStatusDocOk,0,Indicates that the Document Inspector module returned no issues or errors.
MsoDocInspectorStatus,Enumeration,msoDocInspectorStatusIssueFound,1,Indicates that the Document Inspector module found one or more occurrences of the search criteria.
MsoDocInspectorStatus,Enumeration,msoDocInspectorStatusError,2,Indicates that the Document Inspector module returned an error.
MsoDocProperties,Enumeration,msoPropertyTypeNumber,1,Integer value.
MsoDocProperties,Enumeration,msoPropertyTypeBoolean,2,Boolean value.
MsoDocProperties,Enumeration,msoPropertyTypeDate,3,Date value.
MsoDocProperties,Enumeration,msoPropertyTypeString,4,String value.
MsoDocProperties,Enumeration,msoPropertyTypeFloat,5,Floating point value.
MsoEditingType,Enumeration,msoEditingAuto,0,Changes the node to a type appropriate to the segments being connected.
MsoEditingType,Enumeration,msoEditingCorner,1,Changes the node to a corner node.
MsoEditingType,Enumeration,msoEditingSmooth,2,Changes the node to a smooth curve node.
MsoEditingType,Enumeration,msoEditingSymmetric,3,Changes the node to a symmetric curve node.
MsoEncoding,Enumeration,msoEncodingThai,874,Thai
MsoEncoding,Enumeration,msoEncodingJapaneseShiftJIS,932,Japanese (Shift-JIS)
MsoEncoding,Enumeration,msoEncodingSimplifiedChineseGBK,936,Simplified Chinese GBK
MsoEncoding,Enumeration,msoEncodingKorean,949,Korean
MsoEncoding,Enumeration,msoEncodingTraditionalChineseBig5,950,Traditional Chinese Big 5
MsoEncoding,Enumeration,msoEncodingUnicodeLittleEndian,1200,Unicode little endian
MsoEncoding,Enumeration,msoEncodingUnicodeBigEndian,1201,Unicode big endian
MsoEncoding,Enumeration,msoEncodingCentralEuropean,1250,Central European
MsoEncoding,Enumeration,msoEncodingCyrillic,1251,Cyrillic
MsoEncoding,Enumeration,msoEncodingWestern,1252,Western
MsoEncoding,Enumeration,msoEncodingGreek,1253,Greek
MsoEncoding,Enumeration,msoEncodingTurkish,1254,Turkish
MsoEncoding,Enumeration,msoEncodingHebrew,1255,Hebrew
MsoEncoding,Enumeration,msoEncodingArabic,1256,Arabic
MsoEncoding,Enumeration,msoEncodingBaltic,1257,Baltic
MsoEncoding,Enumeration,msoEncodingVietnamese,1258,Vietnamese
MsoEncoding,Enumeration,msoEncodingAutoDetect,50001,Web browser auto-detects type of encoding to use.
MsoEncoding,Enumeration,msoEncodingJapaneseAutoDetect,50932,Web browser auto-detects type of Japanese encoding to use.
MsoEncoding,Enumeration,msoEncodingSimplifiedChineseAutoDetect,50936,Web browser auto-detects type of Simplified Chinese encoding to use.
MsoEncoding,Enumeration,msoEncodingKoreanAutoDetect,50949,Web browser auto-detects type of Korean encoding to use.
MsoEncoding,Enumeration,msoEncodingTraditionalChineseAutoDetect,50950,Web browser auto-detects type of Traditional Chinese encoding to use.
MsoEncoding,Enumeration,msoEncodingCyrillicAutoDetect,51251,Web browser auto-detects type of Cyrillic encoding to use.
MsoEncoding,Enumeration,msoEncodingGreekAutoDetect,51253,Web browser auto-detects type of Greek encoding to use.
MsoEncoding,Enumeration,msoEncodingArabicAutoDetect,51256,Web browser auto-detects type of Arabic encoding to use.
MsoEncoding,Enumeration,msoEncodingISO88591Latin1,28591,ISO 8859-1 Latin 1
MsoEncoding,Enumeration,msoEncodingISO88592CentralEurope,28592,ISO 8859-2 Central Europe
MsoEncoding,Enumeration,msoEncodingISO88593Latin3,28593,ISO 8859-3 Latin 3
MsoEncoding,Enumeration,msoEncodingISO88594Baltic,28594,ISO 8859-4 Baltic
MsoEncoding,Enumeration,msoEncodingISO88595Cyrillic,28595,ISO 8859-5 Cyrillic
MsoEncoding,Enumeration,msoEncodingISO88596Arabic,28596,ISA 8859-6 Arabic
MsoEncoding,Enumeration,msoEncodingISO88597Greek,28597,ISO 8859-7 Greek
MsoEncoding,Enumeration,msoEncodingISO88598Hebrew,28598,ISO 8859-8 Hebrew
MsoEncoding,Enumeration,msoEncodingISO88599Turkish,28599,ISO 8859-9 Turkish
MsoEncoding,Enumeration,msoEncodingISO885915Latin9,28605,ISO 8859-15 with Latin 9
MsoEncoding,Enumeration,msoEncodingISO88598HebrewLogical,38598,ISO 8859-8 Hebrew (Logical)
MsoEncoding,Enumeration,msoEncodingISO2022JPNoHalfwidthKatakana,50220,ISO 2022-JP with no half-width Katakana
MsoEncoding,Enumeration,msoEncodingISO2022JPJISX02021984,50221,ISO 2022-JP
MsoEncoding,Enumeration,msoEncodingISO2022JPJISX02011989,50222,ISO 2022-JP
MsoEncoding,Enumeration,msoEncodingISO2022KR,50225,ISO 2022-KR
MsoEncoding,Enumeration,msoEncodingISO2022CNTraditionalChinese,50227,ISO 2022-CN encoding as used with Traditional Chinese
MsoEncoding,Enumeration,msoEncodingISO2022CNSimplifiedChinese,50229,ISO 2022-CN encoding as used with Simplified Chinese
MsoEncoding,Enumeration,msoEncodingMacRoman,10000,Macintosh Roman
MsoEncoding,Enumeration,msoEncodingMacJapanese,10001,Macintosh Japanese
MsoEncoding,Enumeration,msoEncodingMacTraditionalChineseBig5,10002,Macintosh Traditional Chinese (Big 5)
MsoEncoding,Enumeration,msoEncodingMacKorean,10003,Macintosh Korean
MsoEncoding,Enumeration,msoEncodingMacArabic,10004,Macintosh Arabic
MsoEncoding,Enumeration,msoEncodingMacHebrew,10005,Macintosh Hebrew
MsoEncoding,Enumeration,msoEncodingMacGreek1,10006,Macintosh Greek
MsoEncoding,Enumeration,msoEncodingMacCyrillic,10007,Macintosh Cyrillic
MsoEncoding,Enumeration,msoEncodingMacSimplifiedChineseGB2312,10008,Macintosh Simplified Chinese (GB 2312)
MsoEncoding,Enumeration,msoEncodingMacRomania,10010,Macintosh Romanian
MsoEncoding,Enumeration,msoEncodingMacUkraine,10017,Macintosh Ukrainian
MsoEncoding,Enumeration,msoEncodingMacLatin2,10029,Macintosh Latin 2
MsoEncoding,Enumeration,msoEncodingMacIcelandic,10079,Macintosh Icelandic
MsoEncoding,Enumeration,msoEncodingMacTurkish,10081,Macintosh Turkish
MsoEncoding,Enumeration,msoEncodingMacCroatia,10082,Macintosh Croatian
MsoEncoding,Enumeration,msoEncodingEBCDICUSCanada,37,EBCDIC as used in the United States and Canada
MsoEncoding,Enumeration,msoEncodingEBCDICInternational,500,International EBCDIC
MsoEncoding,Enumeration,msoEncodingEBCDICMultilingualROECELatin2,870,EBCDIC Multilingual ROECE (Latin 2)
MsoEncoding,Enumeration,msoEncodingEBCDICGreekModern,875,EBCDIC as used in the Modern Greek language
MsoEncoding,Enumeration,msoEncodingEBCDICTurkishLatin5,1026,EBCDIC as used with Turkish (Latin 5)
MsoEncoding,Enumeration,msoEncodingEBCDICGermany,20273,EBCDIC as used in Germany
MsoEncoding,Enumeration,msoEncodingEBCDICDenmarkNorway,20277,EBCDIC as used in Denmark and Norway
MsoEncoding,Enumeration,msoEncodingEBCDICFinlandSweden,20278,EBCDIC as used in Finland and Sweden
MsoEncoding,Enumeration,msoEncodingEBCDICItaly,20280,EBCDIC as used in Italy
MsoEncoding,Enumeration,msoEncodingEBCDICLatinAmericaSpain,20284,EBCDIC as used in Latin America and Spain
MsoEncoding,Enumeration,msoEncodingEBCDICUnitedKingdom,20285,EBCDIC as used in the United Kingdom
MsoEncoding,Enumeration,msoEncodingEBCDICJapaneseKatakanaExtended,20290,EBCDIC as used with Japanese Katakana (extended)
MsoEncoding,Enumeration,msoEncodingEBCDICFrance,20297,EBCDIC as used in France
MsoEncoding,Enumeration,msoEncodingEBCDICArabic,20420,Extended Binary Coded Decimal Interchange Code (EBCDIC) Arabic
MsoEncoding,Enumeration,msoEncodingEBCDICGreek,20423,EBCDIC as used in the Greek language
MsoEncoding,Enumeration,msoEncodingEBCDICHebrew,20424,EBCDIC as used in the Hebrew language
MsoEncoding,Enumeration,msoEncodingEBCDICKoreanExtended,20833,EBCDIC as used with Korean (extended)
MsoEncoding,Enumeration,msoEncodingEBCDICThai,20838,EBCDIC as used with Thai
MsoEncoding,Enumeration,msoEncodingEBCDICIcelandic,20871,EBCDIC as used in Iceland
MsoEncoding,Enumeration,msoEncodingEBCDICTurkish,20905,EBCDIC as used with Turkish
MsoEncoding,Enumeration,msoEncodingEBCDICRussian,20880,EBCDIC as used with Russian
MsoEncoding,Enumeration,msoEncodingEBCDICSerbianBulgarian,21025,EBCDIC as used with Serbian and Bulgarian
MsoEncoding,Enumeration,msoEncodingEBCDICJapaneseKatakanaExtendedAndJapanese,50930,EBCDIC as used with Japanese Katakana (extended) and Japanese
MsoEncoding,Enumeration,msoEncodingEBCDICUSCanadaAndJapanese,50931,"EBCDIC as used in the United States and Canada, and with Japanese"
MsoEncoding,Enumeration,msoEncodingEBCDICKoreanExtendedAndKorean,50933,EBCDIC as used with Korean (extended) and Korean
MsoEncoding,Enumeration,msoEncodingEBCDICSimplifiedChineseExtendedAndSimplifiedChinese,50935,EBCDIC as used with Simplified Chinese (extended) and Simplified Chinese
MsoEncoding,Enumeration,msoEncodingEBCDICUSCanadaAndTraditionalChinese,50937,"EBCDIC as used in the United States and Canada, and with Traditional Chinese"
MsoEncoding,Enumeration,msoEncodingEBCDICJapaneseLatinExtendedAndJapanese,50939,EBCDIC as used with Japanese Latin (extended) and Japanese
MsoEncoding,Enumeration,msoEncodingOEMUnitedStates,437,OEM as used in the United States
MsoEncoding,Enumeration,msoEncodingOEMGreek437G,737,OEM as used with Greek 437G
MsoEncoding,Enumeration,msoEncodingOEMBaltic,775,OEM as used with Baltic
MsoEncoding,Enumeration,msoEncodingOEMMultilingualLatinI,850,OEM as used with multi-lingual Latin I
MsoEncoding,Enumeration,msoEncodingOEMMultilingualLatinII,852,OEM as used with multi-lingual Latin II
MsoEncoding,Enumeration,msoEncodingOEMCyrillic,855,OEM as used with Cyrillic
MsoEncoding,Enumeration,msoEncodingOEMTurkish,857,OEM as used with Turkish
MsoEncoding,Enumeration,msoEncodingOEMPortuguese,860,OEM as used with Portuguese
MsoEncoding,Enumeration,msoEncodingOEMIcelandic,861,OEM as used with Icelandic
MsoEncoding,Enumeration,msoEncodingOEMHebrew,862,OEM as used with Hebrew
MsoEncoding,Enumeration,msoEncodingOEMCanadianFrench,863,OEM as used with Canadian French
MsoEncoding,Enumeration,msoEncodingOEMArabic,864,OEM as used with Arabic
MsoEncoding,Enumeration,msoEncodingOEMNordic,865,OEM as used with Nordic languages
MsoEncoding,Enumeration,msoEncodingOEMCyrillicII,866,OEM as used with Cyrillic II
MsoEncoding,Enumeration,msoEncodingOEMModernGreek,869,OEM as used with Modern Greek
MsoEncoding,Enumeration,msoEncodingEUCJapanese,51932,EUC as used with Japanese
MsoEncoding,Enumeration,msoEncodingEUCChineseSimplifiedChinese,51936,Extended Unix Code (EUC) as used with Chinese and Simplified Chinese
MsoEncoding,Enumeration,msoEncodingEUCKorean,51949,EUC as used with Korean
MsoEncoding,Enumeration,msoEncodingEUCTaiwaneseTraditionalChinese,51950,EUC as used with Taiwanese and Traditional Chinese
MsoEncoding,Enumeration,msoEncodingISCIIDevanagari,57002,ISCII as used with Devanagari
