Object,Property,Property split,Type,Access
PrintOptions,PrintFontsAsGraphics,Print Fonts As Graphics,MsoTriState,V
PrintOptions,SlideShowName,Slide Show Name,String,V
PrintOptions,ActivePrinter,Active Printer,String,V
PrintOptions,HandoutOrder,Handout Order,PpPrintHandoutOrder,V
PrintOptions,PrintComments,Print Comments,MsoTriState,V
PrintOptions,sectionIndex,section Index,Long,V
PrintOptions,HighQuality,High Quality,MsoTriState,V
PrintRange,Application,Application,Application,R_O
PrintRange,Parent,Parent,Object,R_O
PrintRange,Start,Start,Long,R_O
PrintRange,End,End,Long,R_O
PrintRanges,Count,Count,Long,R_O
PrintRanges,Application,Application,Application,R_O
PrintRanges,Parent,Parent,Object,R_O
PropertyEffect,Application,Application,Application,R_O
PropertyEffect,Parent,Parent,Object,R_O
PropertyEffect,Property,Property,MsoAnimProperty,V
PropertyEffect,Points,Points,AnimationPoints,R_O
PropertyEffect,From,From,Variant,V
PropertyEffect,To,To,Variant,V
ProtectedViewWindow,Application,Application,Application,R_O
ProtectedViewWindow,Parent,Parent,Object,R_O
ProtectedViewWindow,Presentation,Presentation,Presentation,R_O
ProtectedViewWindow,Active,Active,MsoTriState,R_O
ProtectedViewWindow,WindowState,Window State,PpWindowState,V
ProtectedViewWindow,Caption,Caption,String,R_O
ProtectedViewWindow,SourcePath,Source Path,String,R_O
ProtectedViewWindow,SourceName,Source Name,String,R_O
ProtectedViewWindow,Left,Left,Single,V
ProtectedViewWindow,Top,Top,Single,V
ProtectedViewWindow,Width,Width,Single,V
ProtectedViewWindow,Height,Height,Single,V
ProtectedViewWindows,Count,Count,Long,R_O
ProtectedViewWindows,Application,Application,Application,R_O
ProtectedViewWindows,Parent,Parent,Object,R_O
PublishObject,Application,Application,Application,R_O
PublishObject,Parent,Parent,Object,R_O
PublishObject,HTMLVersion,HTML Version,PpHTMLVersion,V
PublishObject,SourceType,Source Type,PpPublishSourceType,V
PublishObject,RangeStart,Range Start,Long,V
PublishObject,RangeEnd,Range End,Long,V
PublishObject,SlideShowName,Slide Show Name,String,V
PublishObject,SpeakerNotes,Speaker Notes,MsoTriState,V
PublishObject,FileName,File Name,String,V
PublishObjects,Count,Count,Long,R_O
PublishObjects,Application,Application,Application,R_O
PublishObjects,Parent,Parent,Object,R_O
ResampleMediaTask,profile,profile,PpResampleMediaProfile,R_O
ResampleMediaTask,IsLinked,Is Linked,Boolean,R_O
ResampleMediaTask,IsEmbedded,Is Embedded,Boolean,R_O
ResampleMediaTask,AudioSamplingRate,Audio Sampling Rate,Long,R_O
ResampleMediaTask,VideoFrameRate,Video Frame Rate,Long,R_O
ResampleMediaTask,SampleHeight,Sample Height,Long,R_O
ResampleMediaTask,SampleWidth,Sample Width,Long,R_O
ResampleMediaTask,ContainerType,Container Type,String,R_O
ResampleMediaTask,VideoCompressionType,Video Compression Type,String,R_O
ResampleMediaTask,AudioCompressionType,Audio Compression Type,String,R_O
ResampleMediaTask,Shape,Shape,Shape,R_O
ResampleMediaTasks,Count,Count,Long,R_O
ResampleMediaTasks,PercentComplete,Percent Complete,Long,R_O
Research,Application,Application,Application,R_O
Research,Parent,Parent,Object,R_O
RGBColor,Application,Application,Application,R_O
RGBColor,Parent,Parent,Object,R_O
RGBColor,RGB,RGB,MsoRGBType,V
RotationEffect,Application,Application,Application,R_O
RotationEffect,Parent,Parent,Object,R_O
RotationEffect,By,By,Single,V
RotationEffect,From,From,Single,V
RotationEffect,To,To,Single,V
Row,Application,Application,Application,R_O
Row,Parent,Parent,Object,R_O
Row,Cells,Cells,CellRange,R_O
Row,Height,Height,Single,V
Rows,Count,Count,Long,R_O
Rows,Application,Application,Application,R_O
Rows,Parent,Parent,Object,R_O
Ruler,Application,Application,Application,R_O
Ruler,Parent,Parent,Object,R_O
Ruler,TabStops,Tab Stops,TabStops,R_O
Ruler,Levels,Levels,RulerLevels,R_O
RulerLevel,Application,Application,Application,R_O
RulerLevel,Parent,Parent,Object,R_O
RulerLevel,FirstMargin,First Margin,Single,V
RulerLevel,LeftMargin,Left Margin,Single,V
RulerLevels,Count,Count,Long,R_O
RulerLevels,Application,Application,Application,R_O
RulerLevels,Parent,Parent,Object,R_O
ScaleEffect,Application,Application,Application,R_O
ScaleEffect,Parent,Parent,Object,R_O
ScaleEffect,ByX,By X,Single,V
ScaleEffect,ByY,By Y,Single,V
ScaleEffect,FromX,From X,Single,V
ScaleEffect,FromY,From Y,Single,V
ScaleEffect,ToX,To X,Single,V
ScaleEffect,ToY,To Y,Single,V
SectionProperties,Application,Application,Application,R_O
SectionProperties,Parent,Parent,Object,R_O
SectionProperties,Count,Count,Long,R_O
Selection,Application,Application,Application,R_O
Selection,Parent,Parent,Object,R_O
Selection,Type,Type,PpSelectionType,R_O
Selection,SlideRange,Slide Range,SlideRange,R_O
Selection,ShapeRange,Shape Range,ShapeRange,R_O
Selection,TextRange,Text Range,TextRange,R_O
Selection,ChildShapeRange,Child Shape Range,ShapeRange,R_O
Selection,HasChildShapeRange,Has Child Shape Range,Boolean,R_O
Selection,TextRange2,Text Range2,TextRange2,R_O
Sequence,Count,Count,Long,R_O
Sequence,Application,Application,Application,R_O
Sequence,Parent,Parent,Object,R_O
Sequences,Count,Count,Long,R_O
Sequences,Application,Application,Application,R_O
Sequences,Parent,Parent,Object,R_O
Series,Parent,Parent,Object,R_O
Series,AxisGroup,Axis Group,XlAxisGroup,V
Series,ErrorBars,Error Bars,ErrorBars,R_O
Series,Explosion,Explosion,Long,V
Series,Formula,Formula,String,V
Series,FormulaLocal,Formula Local,String,V
Series,FormulaR1C1,Formula R1 C1,String,V
Series,FormulaR1C1Local,Formula R1 C1 Local,String,V
Series,HasDataLabels,Has Data Labels,Boolean,V
Series,HasErrorBars,Has Error Bars,Boolean,V
Series,InvertIfNegative,Invert If Negative,Boolean,V
Series,MarkerBackgroundColor,Marker Background Color,Long,V
Series,MarkerBackgroundColorIndex,Marker Background Color Index,XlColorIndex,V
Series,MarkerForegroundColor,Marker Foreground Color,Long,V
Series,MarkerForegroundColorIndex,Marker Foreground Color Index,XlColorIndex,V
Series,MarkerSize,Marker Size,Long,V
Series,MarkerStyle,Marker Style,XlMarkerStyle,V
Series,Name,Name,String,V
Series,PictureType,Picture Type,XlChartPictureType,V
Series,PlotOrder,Plot Order,Long,V
Series,Smooth,Smooth,Boolean,V
Series,Type,Type,Long,V
Series,ChartType,Chart Type,XlChartType,V
Series,Values,Values,Variant,V
Series,XValues,X Values,Variant,V
Series,BubbleSizes,Bubble Sizes,Variant,V
Series,BarShape,Bar Shape,XlBarShape,V
Series,ApplyPictToSides,Apply Pict To Sides,Boolean,V
Series,ApplyPictToFront,Apply Pict To Front,Boolean,V
Series,ApplyPictToEnd,Apply Pict To End,Boolean,V
Series,Has3DEffect,Has3 D Effect,Boolean,V
Series,Shadow,Shadow,Boolean,V
Series,HasLeaderLines,Has Leader Lines,Boolean,V
Series,LeaderLines,Leader Lines,LeaderLines,R_O
Series,Format,Format,ChartFormat,R_O
Series,Creator,Creator,Long,R_O
Series,PictureUnit2,Picture Unit2,Double,V
Series,Application,Application,Application,R_O
Series,PlotColorIndex,Plot Color Index,Long,R_O
Series,InvertColor,Invert Color,Long,V
Series,InvertColorIndex,Invert Color Index,XlColorIndex,V
Series,IsFiltered,Is Filtered,Boolean,V
Series,ParentDataLabelOption,Parent Data Label Option,XlParentDataLabelOptions,V
Series,QuartileCalculationInclusiveMedian,Quartile Calculation Inclusive Median,Boolean,V
Series,ValueSortOrder,Value Sort Order,XlValueSortOrder,V
Series,GeoProjectionType,Geo Projection Type,XlGeoProjectionType,V
Series,GeoMappingLevel,Geo Mapping Level,XlGeoMappingLevel,V
Series,RegionLabelOption,Region Label Option,XlRegionLabelOptions,V
Series,SeriesColorGradientStyle,Series Color Gradient Style,XlSeriesColorGradientStyle,V
SeriesCollection,Parent,Parent,Object,R_O
SeriesCollection,Count,Count,Long,R_O
SeriesCollection,Creator,Creator,Long,R_O
SeriesCollection,Application,Application,Application,R_O
SeriesLines,Name,Name,String,R_O
SeriesLines,Parent,Parent,Object,R_O
SeriesLines,Border,Border,ChartBorder,R_O
SeriesLines,Format,Format,ChartFormat,R_O
SeriesLines,Creator,Creator,Long,R_O
SeriesLines,Application,Application,Application,R_O
SetEffect,Application,Application,Application,R_O
SetEffect,Parent,Parent,Object,R_O
SetEffect,Property,Property,MsoAnimProperty,V
SetEffect,To,To,Variant,V
ShadowFormat,Application,Application,Object,R_O
ShadowFormat,Creator,Creator,Long,R_O
ShadowFormat,Parent,Parent,Object,R_O
ShadowFormat,ForeColor,Fore Color,ColorFormat,V
ShadowFormat,Obscured,Obscured,MsoTriState,V
ShadowFormat,OffsetX,Offset X,Single,V
ShadowFormat,OffsetY,Offset Y,Single,V
ShadowFormat,Transparency,Transparency,Single,V
ShadowFormat,Type,Type,MsoShadowType,V
ShadowFormat,Visible,Visible,MsoTriState,V
ShadowFormat,Style,Style,MsoShadowStyle,V
ShadowFormat,Blur,Blur,Single,V
ShadowFormat,Size,Size,Single,V
ShadowFormat,RotateWithShape,Rotate With Shape,MsoTriState,V
Shape,Application,Application,Object,R_O
Shape,Creator,Creator,Long,R_O
Shape,Parent,Parent,Object,R_O
Shape,Adjustments,Adjustments,Adjustments,R_O
Shape,AutoShapeType,Auto Shape Type,MsoAutoShapeType,V
Shape,BlackWhiteMode,Black White Mode,MsoBlackWhiteMode,V
Shape,Callout,Callout,CalloutFormat,R_O
Shape,ConnectionSiteCount,Connection Site Count,Long,R_O
Shape,Connector,Connector,MsoTriState,R_O
Shape,ConnectorFormat,Connector Format,ConnectorFormat,R_O
Shape,Fill,Fill,FillFormat,R_O
Shape,GroupItems,Group Items,GroupShapes,R_O
Shape,Height,Height,Single,V
Shape,HorizontalFlip,Horizontal Flip,MsoTriState,R_O
Shape,Left,Left,Single,V
Shape,Line,Line,LineFormat,R_O
Shape,LockAspectRatio,Lock Aspect Ratio,MsoTriState,V
Shape,Name,Name,String,V
Shape,Nodes,Nodes,ShapeNodes,R_O
Shape,Rotation,Rotation,Single,V
Shape,PictureFormat,Picture Format,PictureFormat,R_O
Shape,Shadow,Shadow,ShadowFormat,R_O
Shape,TextEffect,Text Effect,TextEffectFormat,R_O
Shape,TextFrame,Text Frame,TextFrame,R_O
Shape,ThreeD,Three D,ThreeDFormat,R_O
Shape,Top,Top,Single,V
Shape,Type,Type,MsoShapeType,R_O
Shape,VerticalFlip,Vertical Flip,MsoTriState,R_O
Shape,Vertices,Vertices,Variant,R_O
Shape,Visible,Visible,MsoTriState,V
Shape,Width,Width,Single,V
Shape,ZOrderPosition,Z Order Position,Long,R_O
Shape,OLEFormat,OLE Format,OLEFormat,R_O
Shape,LinkFormat,Link Format,LinkFormat,R_O
Shape,PlaceholderFormat,Placeholder Format,PlaceholderFormat,R_O
Shape,AnimationSettings,Animation Settings,AnimationSettings,R_O
Shape,ActionSettings,Action Settings,ActionSettings,R_O
Shape,Tags,Tags,Tags,R_O
Shape,MediaType,Media Type,PpMediaType,R_O
Shape,HasTextFrame,Has Text Frame,MsoTriState,R_O
Shape,AlternativeText,Alternative Text,String,V
Shape,HasTable,Has Table,MsoTriState,R_O
Shape,Table,Table,Table,R_O
Shape,Child,Child,MsoTriState,R_O
Shape,ParentGroup,Parent Group,Shape,R_O
Shape,Id,Id,Long,R_O
Shape,CustomerData,Customer Data,CustomerData,R_O
Shape,TextFrame2,Text Frame2,TextFrame2,R_O
Shape,HasChart,Has Chart,MsoTriState,R_O
Shape,ShapeStyle,Shape Style,MsoShapeStyleIndex,V
Shape,BackgroundStyle,Background Style,MsoBackgroundStyleIndex,V
Shape,SoftEdge,Soft Edge,SoftEdgeFormat,R_O
Shape,Glow,Glow,GlowFormat,R_O
Shape,Reflection,Reflection,ReflectionFormat,R_O
Shape,Chart,Chart,Chart,R_O
Shape,HasSmartArt,Has Smart Art,MsoTriState,R_O
Shape,SmartArt,Smart Art,SmartArt,R_O
Shape,Title,Title,String,V
Shape,MediaFormat,Media Format,MediaFormat,R_O
Shape,IsNarration,Is Narration,MsoTriState,V
Shape,InkXML,Ink XML,String,R_O
Shape,HasInkXML,Has Ink XML,MsoTriState,R_O
Shape,HasSectionZoom,Has Section Zoom,MsoTriState,R_O
Shape,GraphicStyle,Graphic Style,MsoGraphicStyleIndex,V
Shape,Model3D,Model3 D,Model3DFormat,R_O
Shape,Decorative,Decorative,MsoTriState,V
Shape,Locked,Locked,MsoTriState,V
ShapeNode,Application,Application,Object,R_O
ShapeNode,Creator,Creator,Long,R_O
ShapeNode,Parent,Parent,Object,R_O
ShapeNode,EditingType,Editing Type,MsoEditingType,R_O
ShapeNode,Points,Points,Variant,R_O
ShapeNode,SegmentType,Segment Type,MsoSegmentType,R_O
ShapeNodes,Application,Application,Object,R_O
ShapeNodes,Creator,Creator,Long,R_O
ShapeNodes,Parent,Parent,Object,R_O
ShapeNodes,Count,Count,Long,R_O
ShapeNodes,_NewEnum,_New Enum,IUnknown,R_O
ShapeRange,Application,Application,Object,R_O
ShapeRange,Creator,Creator,Long,R_O
ShapeRange,Parent,Parent,Object,R_O
ShapeRange,Adjustments,Adjustments,Adjustments,R_O
ShapeRange,AutoShapeType,Auto Shape Type,MsoAutoShapeType,V
ShapeRange,BlackWhiteMode,Black White Mode,MsoBlackWhiteMode,V
ShapeRange,Callout,Callout,CalloutFormat,R_O
ShapeRange,ConnectionSiteCount,Connection Site Count,Long,R_O
ShapeRange,Connector,Connector,MsoTriState,R_O
ShapeRange,ConnectorFormat,Connector Format,ConnectorFormat,R_O
ShapeRange,Fill,Fill,FillFormat,R_O
ShapeRange,GroupItems,Group Items,GroupShapes,R_O
ShapeRange,Height,Height,Single,V
ShapeRange,HorizontalFlip,Horizontal Flip,MsoTriState,R_O
ShapeRange,Left,Left,Single,V
ShapeRange,Line,Line,LineFormat,R_O
ShapeRange,LockAspectRatio,Lock Aspect Ratio,MsoTriState,V
ShapeRange,Name,Name,String,V
ShapeRange,Nodes,Nodes,ShapeNodes,R_O
ShapeRange,Rotation,Rotation,Single,V
ShapeRange,PictureFormat,Picture Format,PictureFormat,R_O
ShapeRange,Shadow,Shadow,ShadowFormat,R_O
ShapeRange,TextEffect,Text Effect,TextEffectFormat,R_O
ShapeRange,TextFrame,Text Frame,TextFrame,R_O
ShapeRange,ThreeD,Three D,ThreeDFormat,R_O
ShapeRange,Top,Top,Single,V
ShapeRange,Type,Type,MsoShapeType,R_O
ShapeRange,VerticalFlip,Vertical Flip,MsoTriState,R_O
ShapeRange,Vertices,Vertices,Variant,R_O
ShapeRange,Visible,Visible,MsoTriState,V
ShapeRange,Width,Width,Single,V
ShapeRange,ZOrderPosition,Z Order Position,Long,R_O
ShapeRange,OLEFormat,OLE Format,OLEFormat,R_O
ShapeRange,LinkFormat,Link Format,LinkFormat,R_O
ShapeRange,PlaceholderFormat,Placeholder Format,PlaceholderFormat,R_O
ShapeRange,AnimationSettings,Animation Settings,AnimationSettings,R_O
ShapeRange,ActionSettings,Action Settings,ActionSettings,R_O
ShapeRange,Tags,Tags,Tags,R_O
ShapeRange,MediaType,Media Type,PpMediaType,R_O
ShapeRange,HasTextFrame,Has Text Frame,MsoTriState,R_O
ShapeRange,Count,Count,Long,R_O
ShapeRange,AlternativeText,Alternative Text,String,V
ShapeRange,HasTable,Has Table,MsoTriState,R_O
ShapeRange,Table,Table,Table,R_O
ShapeRange,Child,Child,MsoTriState,R_O
ShapeRange,ParentGroup,Parent Group,Shape,R_O
ShapeRange,Id,Id,Long,R_O
ShapeRange,CustomerData,Customer Data,CustomerData,R_O
ShapeRange,TextFrame2,Text Frame2,TextFrame2,R_O
ShapeRange,HasChart,Has Chart,MsoTriState,R_O
ShapeRange,ShapeStyle,Shape Style,MsoShapeStyleIndex,V
ShapeRange,BackgroundStyle,Background Style,MsoBackgroundStyleIndex,V
ShapeRange,SoftEdge,Soft Edge,SoftEdgeFormat,R_O
ShapeRange,Glow,Glow,GlowFormat,R_O
ShapeRange,Reflection,Reflection,ReflectionFormat,R_O
ShapeRange,Chart,Chart,Chart,R_O
ShapeRange,HasSmartArt,Has Smart Art,MsoTriState,R_O
ShapeRange,SmartArt,Smart Art,SmartArt,R_O
ShapeRange,Title,Title,String,V
ShapeRange,MediaFormat,Media Format,MediaFormat,R_O
ShapeRange,IsNarration,Is Narration,MsoTriState,V
ShapeRange,InkXML,Ink XML,String,R_O
ShapeRange,HasInkXML,Has Ink XML,MsoTriState,R_O
ShapeRange,HasSectionZoom,Has Section Zoom,MsoTriState,R_O
ShapeRange,GraphicStyle,Graphic Style,MsoGraphicStyleIndex,V
ShapeRange,Model3D,Model3 D,Model3DFormat,R_O
ShapeRange,Decorative,Decorative,MsoTriState,V
ShapeRange,Locked,Locked,MsoTriState,V
Shapes,Application,Application,Object,R_O
Shapes,Creator,Creator,Long,R_O
Shapes,Parent,Parent,Object,R_O
Shapes,Count,Count,Long,R_O
Shapes,_NewEnum,_New Enum,IUnknown,R_O
Shapes,HasTitle,Has Title,MsoTriState,R_O
Shapes,Title,Title,Shape,R_O
Shapes,Placeholders,Placeholders,Placeholders,R_O
Slide,Application,Application,Application,R_O
Slide,Parent,Parent,Object,R_O
Slide,Shapes,Shapes,Shapes,R_O
Slide,HeadersFooters,Headers Footers,HeadersFooters,R_O
Slide,SlideShowTransition,Slide Show Transition,SlideShowTransition,R_O
Slide,ColorScheme,Color Scheme,ColorScheme,V
Slide,Background,Background,ShapeRange,R_O
Slide,Name,Name,String,V
Slide,SlideID,Slide ID,Long,R_O
Slide,PrintSteps,Print Steps,Long,R_O
Slide,Layout,Layout,PpSlideLayout,V
Slide,Tags,Tags,Tags,R_O
Slide,SlideIndex,Slide Index,Long,R_O
Slide,SlideNumber,Slide Number,Long,R_O
Slide,DisplayMasterShapes,Display Master Shapes,MsoTriState,V
Slide,FollowMasterBackground,Follow Master Background,MsoTriState,V
Slide,NotesPage,Notes Page,SlideRange,R_O
Slide,Master,Master,_Master,R_O
Slide,Hyperlinks,Hyperlinks,Hyperlinks,R_O
Slide,Comments,Comments,Comments,R_O
Slide,Design,Design,Design,V
Slide,TimeLine,Time Line,TimeLine,R_O
Slide,CustomLayout,Custom Layout,CustomLayout,V
Slide,ThemeColorScheme,Theme Color Scheme,ThemeColorScheme,R_O
Slide,BackgroundStyle,Background Style,MsoBackgroundStyleIndex,V
Slide,CustomerData,Customer Data,CustomerData,R_O
Slide,sectionIndex,section Index,Long,R_O
Slide,HasNotesPage,Has Notes Page,MsoTriState,R_O
SlideNavigation,Application,Application,Application,R_O
SlideNavigation,Parent,Parent,Object,R_O
SlideNavigation,Visible,Visible,Boolean,V
SlideRange,Application,Application,Application,R_O
SlideRange,Parent,Parent,Object,R_O
SlideRange,Shapes,Shapes,Shapes,R_O
SlideRange,HeadersFooters,Headers Footers,HeadersFooters,R_O
SlideRange,SlideShowTransition,Slide Show Transition,SlideShowTransition,R_O
SlideRange,ColorScheme,Color Scheme,ColorScheme,V
SlideRange,Background,Background,ShapeRange,R_O
SlideRange,Name,Name,String,V
SlideRange,SlideID,Slide ID,Long,R_O
SlideRange,PrintSteps,Print Steps,Long,R_O
SlideRange,Layout,Layout,PpSlideLayout,V
SlideRange,Tags,Tags,Tags,R_O
SlideRange,SlideIndex,Slide Index,Long,R_O
SlideRange,SlideNumber,Slide Number,Long,R_O
SlideRange,DisplayMasterShapes,Display Master Shapes,MsoTriState,V
SlideRange,FollowMasterBackground,Follow Master Background,MsoTriState,V
SlideRange,NotesPage,Notes Page,SlideRange,R_O
SlideRange,Master,Master,_Master,R_O
SlideRange,Hyperlinks,Hyperlinks,Hyperlinks,R_O
SlideRange,Count,Count,Long,R_O
SlideRange,Comments,Comments,Comments,R_O
SlideRange,Design,Design,Design,V
SlideRange,TimeLine,Time Line,TimeLine,R_O
SlideRange,CustomLayout,Custom Layout,CustomLayout,V
SlideRange,ThemeColorScheme,Theme Color Scheme,ThemeColorScheme,R_O
SlideRange,BackgroundStyle,Background Style,MsoBackgroundStyleIndex,V
SlideRange,CustomerData,Customer Data,CustomerData,R_O
SlideRange,sectionIndex,section Index,Long,R_O
SlideRange,HasNotesPage,Has Notes Page,MsoTriState,R_O
Slides,Count,Count,Long,R_O
Slides,Application,Application,Application,R_O
Slides,Parent,Parent,Object,R_O
SlideShowSettings,Application,Application,Application,R_O
SlideShowSettings,Parent,Parent,Object,R_O
SlideShowSettings,PointerColor,Pointer Color,ColorFormat,R_O
SlideShowSettings,NamedSlideShows,Named Slide Shows,NamedSlideShows,R_O
SlideShowSettings,StartingSlide,Starting Slide,Long,V
SlideShowSettings,EndingSlide,Ending Slide,Long,V
SlideShowSettings,AdvanceMode,Advance Mode,PpSlideShowAdvanceMode,V
SlideShowSettings,LoopUntilStopped,Loop Until Stopped,MsoTriState,V
SlideShowSettings,ShowType,Show Type,PpSlideShowType,V
SlideShowSettings,ShowWithNarration,Show With Narration,MsoTriState,V
SlideShowSettings,ShowWithAnimation,Show With Animation,MsoTriState,V
SlideShowSettings,SlideShowName,Slide Show Name,String,V
SlideShowSettings,RangeType,Range Type,PpSlideShowRangeType,V
SlideShowSettings,ShowScrollbar,Show Scrollbar,MsoTriState,V
SlideShowSettings,ShowPresenterView,Show Presenter View,MsoTriState,V
SlideShowSettings,ShowMediaControls,Show Media Controls,MsoTriState,V
SlideShowTransition,Application,Application,Application,R_O
SlideShowTransition,Parent,Parent,Object,R_O
SlideShowTransition,AdvanceOnClick,Advance On Click,MsoTriState,V
SlideShowTransition,AdvanceOnTime,Advance On Time,MsoTriState,V
SlideShowTransition,AdvanceTime,Advance Time,Single,V
SlideShowTransition,EntryEffect,Entry Effect,PpEntryEffect,V
SlideShowTransition,Hidden,Hidden,MsoTriState,V
SlideShowTransition,LoopSoundUntilNext,Loop Sound Until Next,MsoTriState,V
SlideShowTransition,SoundEffect,Sound Effect,SoundEffect,R_O
SlideShowTransition,Speed,Speed,PpTransitionSpeed,V
SlideShowTransition,Duration,Duration,Single,V
SlideShowView,Application,Application,Application,R_O
SlideShowView,Parent,Parent,Object,R_O
SlideShowView,Zoom,Zoom,Long,R_O
SlideShowView,Slide,Slide,Slide,R_O
SlideShowView,PointerType,Pointer Type,PpSlideShowPointerType,V
SlideShowView,State,State,PpSlideShowState,V
SlideShowView,AcceleratorsEnabled,Accelerators Enabled,MsoTriState,V
SlideShowView,PresentationElapsedTime,Presentation Elapsed Time,Single,R_O
SlideShowView,SlideElapsedTime,Slide Elapsed Time,Single,V
SlideShowView,LastSlideViewed,Last Slide Viewed,Slide,R_O
SlideShowView,AdvanceMode,Advance Mode,PpSlideShowAdvanceMode,R_O
SlideShowView,PointerColor,Pointer Color,ColorFormat,R_O
SlideShowView,IsNamedShow,Is Named Show,MsoTriState,R_O
SlideShowView,SlideShowName,Slide Show Name,String,R_O
SlideShowView,CurrentShowPosition,Current Show Position,Long,R_O
SlideShowView,MediaControlsVisible,Media Controls Visible,MsoTriState,R_O
SlideShowView,MediaControlsLeft,Media Controls Left,Single,R_O
SlideShowView,MediaControlsTop,Media Controls Top,Single,R_O
SlideShowView,MediaControlsWidth,Media Controls Width,Single,R_O
SlideShowView,MediaControlsHeight,Media Controls Height,Single,R_O
SlideShowView,LaserPointerEnabled,Laser Pointer Enabled,Boolean,V
SlideShowWindow,Application,Application,Application,R_O
SlideShowWindow,Parent,Parent,Object,R_O
SlideShowWindow,View,View,SlideShowView,R_O
SlideShowWindow,Presentation,Presentation,Presentation,R_O
SlideShowWindow,IsFullScreen,Is Full Screen,MsoTriState,R_O
SlideShowWindow,Left,Left,Single,V
SlideShowWindow,Top,Top,Single,V
SlideShowWindow,Width,Width,Single,V
SlideShowWindow,Height,Height,Single,V
SlideShowWindow,Active,Active,MsoTriState,R_O
SlideShowWindow,SlideNavigation,Slide Navigation,SlideNavigation,R_O
SlideShowWindows,Count,Count,Long,R_O
SlideShowWindows,Application,Application,Application,R_O
SlideShowWindows,Parent,Parent,Object,R_O
SoundEffect,Application,Application,Application,R_O
SoundEffect,Parent,Parent,Object,R_O
SoundEffect,Name,Name,String,V
SoundEffect,Type,Type,PpSoundEffectType,V
SoundFormat,Type,Type,PpSoundFormatType,R_O
SoundFormat,SourceFullName,Source Full Name,String,R_O
Table,Application,Application,Application,R_O
Table,Parent,Parent,Object,R_O
Table,Columns,Columns,Columns,R_O
Table,Rows,Rows,Rows,R_O
Table,TableDirection,Table Direction,PpDirection,V
Table,FirstRow,First Row,Boolean,V
Table,LastRow,Last Row,Boolean,V
Table,FirstCol,First Col,Boolean,V
Table,LastCol,Last Col,Boolean,V
Table,HorizBanding,Horiz Banding,Boolean,V
Table,VertBanding,Vert Banding,Boolean,V
Table,Style,Style,TableStyle,R_O
Table,Background,Background,TableBackground,R_O
Table,AlternativeText,Alternative Text,String,V
Table,Title,Title,String,V
TableBackground,Fill,Fill,FillFormat,R_O
TableBackground,Picture,Picture,PictureFormat,R_O
TableBackground,Reflection,Reflection,ReflectionFormat,R_O
TableBackground,Shadow,Shadow,ShadowFormat,R_O
TableStyle,Name,Name,String,R_O
TableStyle,Id,Id,String,R_O
TabStop,Application,Application,Application,R_O
TabStop,Parent,Parent,Object,R_O
TabStop,Type,Type,PpTabStopType,V
TabStop,Position,Position,Single,V
TabStops,Count,Count,Long,R_O
TabStops,Application,Application,Application,R_O
TabStops,Parent,Parent,Object,R_O
TabStops,DefaultSpacing,Default Spacing,Single,V
Tags,Count,Count,Long,R_O
Tags,Application,Application,Application,R_O
Tags,Parent,Parent,Object,R_O
TextEffectFormat,Application,Application,Object,R_O
TextEffectFormat,Creator,Creator,Long,R_O
TextEffectFormat,Parent,Parent,Object,R_O
TextEffectFormat,Alignment,Alignment,MsoTextEffectAlignment,V
TextEffectFormat,FontBold,Font Bold,MsoTriState,V
TextEffectFormat,FontItalic,Font Italic,MsoTriState,V
TextEffectFormat,FontName,Font Name,String,V
TextEffectFormat,FontSize,Font Size,Single,V
TextEffectFormat,KernedPairs,Kerned Pairs,MsoTriState,V
TextEffectFormat,NormalizedHeight,Normalized Height,MsoTriState,V
TextEffectFormat,PresetShape,Preset Shape,MsoPresetTextEffectShape,V
TextEffectFormat,PresetTextEffect,Preset Text Effect,MsoPresetTextEffect,V
TextEffectFormat,RotatedChars,Rotated Chars,MsoTriState,V
TextEffectFormat,Text,Text,String,V
TextEffectFormat,Tracking,Tracking,Single,V
TextFrame,Application,Application,Object,R_O
TextFrame,Creator,Creator,Long,R_O
TextFrame,Parent,Parent,Object,R_O
TextFrame,MarginBottom,Margin Bottom,Single,V
TextFrame,MarginLeft,Margin Left,Single,V
TextFrame,MarginRight,Margin Right,Single,V
TextFrame,MarginTop,Margin Top,Single,V
TextFrame,Orientation,Orientation,MsoTextOrientation,V
TextFrame,HasText,Has Text,MsoTriState,R_O
TextFrame,TextRange,Text Range,TextRange,R_O
TextFrame,Ruler,Ruler,Ruler,R_O
TextFrame,HorizontalAnchor,Horizontal Anchor,MsoHorizontalAnchor,V
TextFrame,VerticalAnchor,Vertical Anchor,MsoVerticalAnchor,V
TextFrame,AutoSize,Auto Size,PpAutoSize,V
TextFrame,WordWrap,Word Wrap,MsoTriState,V
TextFrame2,Application,Application,Object,R_O
TextFrame2,Creator,Creator,Long,R_O
TextFrame2,Parent,Parent,Object,R_O
TextFrame2,MarginBottom,Margin Bottom,Single,V
TextFrame2,MarginLeft,Margin Left,Single,V
TextFrame2,MarginRight,Margin Right,Single,V
TextFrame2,MarginTop,Margin Top,Single,V
TextFrame2,Orientation,Orientation,MsoTextOrientation,V
TextFrame2,HorizontalAnchor,Horizontal Anchor,MsoHorizontalAnchor,V
TextFrame2,VerticalAnchor,Vertical Anchor,MsoVerticalAnchor,V
