Owner,Kind,Constant,Value,Description
PpViewType,Enumeration,ppViewNormal,9,Normal
PpViewType,Enumeration,ppViewPrintPreview,10,Print Preview
PpViewType,Enumeration,ppViewThumbnails,11,Thumbnails
PpViewType,Enumeration,ppViewMasterThumbnails,12,Master Thumbnails
PpWindowState,Enumeration,ppWindowNormal,1,Normal
PpWindowState,Enumeration,ppWindowMinimized,2,Minimized
PpWindowState,Enumeration,ppWindowMaximized,3,Maximized
XlAxisCrosses,Enumeration,xlAxisCrossesAutomatic,-4105,Word sets the axis crossing point.
XlAxisCrosses,Enumeration,xlAxisCrossesCustom,-4114,The CrossesAt property specifies the axis crossing point.
XlAxisCrosses,Enumeration,xlAxisCrossesMaximum,2,The axis crosses at the maximum value.
XlAxisCrosses,Enumeration,xlAxisCrossesMinimum,4,The axis crosses at the minimum value.
XlAxisGroup,Enumeration,xlPrimary,1,The primary axis group.
XlAxisGroup,Enumeration,xlSecondary,2,The secondary axis group.
XlAxisType,Enumeration,xlCategory,1,Axis displays categories.
XlAxisType,Enumeration,xlSeriesAxis,3,Axis displays data series.
XlAxisType,Enumeration,xlValue,2,Axis displays values.
XlBackground,Enumeration,xlBackgroundAutomatic,-4105,Word controls the background.
XlBackground,Enumeration,xlBackgroundOpaque,3,An opaque background.
XlBackground,Enumeration,xlBackgroundTransparent,2,A transparent background.
XlBarShape,Enumeration,xlBox,0,A box.
XlBarShape,Enumeration,xlPyramidToPoint,1,"A pyramid, coming to a point at the specified value."
XlBarShape,Enumeration,xlPyramidToMax,2,"A pyramid, truncated at the specified value."
XlBarShape,Enumeration,xlCylinder,3,A cylinder.
XlBarShape,Enumeration,xlConeToPoint,4,"A cone, coming to a point at the specified value."
XlBarShape,Enumeration,xlConeToMax,5,"A cone, truncated at the specified value."
XlBinsType,Enumeration,xlBinsTypeAutomatic,0,Sets bins type automatically.
XlBinsType,Enumeration,xlBinsTypeCategorical,1,Sets bins type by category.
XlBinsType,Enumeration,xlBinsTypeManual,2,Sets bins type manually.
XlBinsType,Enumeration,xlBinsTypeBinSize,3,Sets bins type by size.
XlBinsType,Enumeration,xlBinsTypeBinCount,4,Sets bins type by count.
XlBorderWeight,Enumeration,xlHairline,1,A hairline border (thinnest border).
XlBorderWeight,Enumeration,xlMedium,-4138,A medium border.
XlBorderWeight,Enumeration,xlThick,4,A thick border (widest border).
XlBorderWeight,Enumeration,xlThin,2,A thin border.
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelNone,-3,Use no category labels in the chart. Defaults to automatic indexed labels.
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelCustom,-2,Indicates literal data in the category labels.
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelAll,-1,Use all category label levels within range on the chart. The default.
XlCategorySortOrder,Enumeration,xlIndexAscending,0,
XlCategorySortOrder,Enumeration,xlIndexDescending,1,
XlCategorySortOrder,Enumeration,xlCategoryAscending,2,
XlCategorySortOrder,Enumeration,xlCategoryDescending,3,
XlCategoryType,Enumeration,xlCategoryScale,2,Axis groups data by an arbitrary set of categories.
XlCategoryType,Enumeration,xlTimeScale,3,Axis groups data on a time scale.
XlCategoryType,Enumeration,xlAutomaticScale,-4105,Word controls the axis type.
XlChartElementPosition,Enumeration,xlChartElementPositionAutomatic,-4105,Automatically sets the position of the chart element.
XlChartElementPosition,Enumeration,xlChartElementPositionCustom,-4114,Specifies a specific position for the chart element.
XlChartGallery,Enumeration,xlBuiltIn,21,The built-in gallery.
XlChartGallery,Enumeration,xlUserDefined,22,The user-defined gallery.
XlChartGallery,Enumeration,xlAnyGallery,23,Either of the galleries.
XlChartItem,Enumeration,xlDataLabel,0,Data label.
XlChartItem,Enumeration,xlChartArea,2,Chart area.
XlChartItem,Enumeration,xlSeries,3,Series.
XlChartItem,Enumeration,xlChartTitle,4,Chart title.
XlChartItem,Enumeration,xlWalls,5,Walls.
XlChartItem,Enumeration,xlCorners,6,Corners.
XlChartItem,Enumeration,xlDataTable,7,Data table.
XlChartItem,Enumeration,xlTrendline,8,Trend line.
XlChartItem,Enumeration,xlErrorBars,9,Error bars.
XlChartItem,Enumeration,xlXErrorBars,10,X error bars.
XlChartItem,Enumeration,xlYErrorBars,11,Y error bars.
XlChartItem,Enumeration,xlLegendEntry,12,Legend entry.
XlChartItem,Enumeration,xlLegendKey,13,Legend key.
XlChartItem,Enumeration,xlShape,14,Shape.
XlChartItem,Enumeration,xlMajorGridlines,15,Major gridlines.
XlChartItem,Enumeration,xlMinorGridlines,16,Minor gridlines.
XlChartItem,Enumeration,xlAxisTitle,17,Axis title.
XlChartItem,Enumeration,xlUpBars,18,Up bars.
XlChartItem,Enumeration,xlPlotArea,19,Plot area.
XlChartItem,Enumeration,xlDownBars,20,Down bars.
XlChartItem,Enumeration,xlAxis,21,Axis.
XlChartItem,Enumeration,xlSeriesLines,22,Series lines.
XlChartItem,Enumeration,xlFloor,23,Floor.
XlChartItem,Enumeration,xlLegend,24,Legend.
XlChartItem,Enumeration,xlHiLoLines,25,HiLo lines.
XlChartItem,Enumeration,xlDropLines,26,Drop lines.
XlChartItem,Enumeration,xlRadarAxisLabels,27,Radar axis labels.
XlChartItem,Enumeration,xlNothing,28,Nothing.
XlChartItem,Enumeration,xlLeaderLines,29,Leader lines.
XlChartItem,Enumeration,xlDisplayUnitLabel,30,Display unit label.
XlChartItem,Enumeration,xlPivotChartFieldButton,31,PivotChart field button.
XlChartItem,Enumeration,xlPivotChartDropZone,32,PivotChart drop zone.
XlChartPicturePlacement,Enumeration,xlSides,1,Display on sides.
XlChartPicturePlacement,Enumeration,xlEnd,2,Display on end.
XlChartPicturePlacement,Enumeration,xlEndSides,3,Display on end and sides.
XlChartPicturePlacement,Enumeration,xlFront,4,Display on front.
XlChartPicturePlacement,Enumeration,xlFrontSides,5,Display on front and sides.
XlChartPicturePlacement,Enumeration,xlFrontEnd,6,Display on front and end.
XlChartPicturePlacement,Enumeration,xlAllFaces,7,Display on all faces.
XlChartPictureType,Enumeration,xlStackScale,3,The picture is sized to a specified number of units and repeated the length of the bar.
XlChartPictureType,Enumeration,xlStack,2,The picture is sized to repeat a maximum of 15 times in the longest stacked bar.
XlChartPictureType,Enumeration,xlStretch,1,The picture is stretched the full length of the stacked bar.
XlChartSplitType,Enumeration,xlSplitByPosition,1,The second chart displays the smallest values in the data series. The number of values to display is specified by the SplitValue property.
XlChartSplitType,Enumeration,xlSplitByPercentValue,3,The second chart displays values less than a percentage of the total value. The percentage is specified by the SplitValue property.
XlChartSplitType,Enumeration,xlSplitByCustomSplit,4,The second chart displays arbitrary slides.
XlChartSplitType,Enumeration,xlSplitByValue,2,The second chart displays values less than the value specified by the SplitValue property.
XlColorIndex,Enumeration,xlColorIndexAutomatic,-4105,Automatic color.
XlColorIndex,Enumeration,xlColorIndexNone,-4142,No color.
XlConstants,Enumeration,xlAutomatic,-4105,"Word applies automatic settings, such as a color or page number, to the specified object."
XlConstants,Enumeration,xlCombination,-4111,Combination.
XlConstants,Enumeration,xlCustom,-4114,"Word applies custom settings, such as a color or error amount, to the specified object."
XlConstants,Enumeration,xlBar,2,Two-dimensional bar chart group or series.
XlConstants,Enumeration,xlColumn,3,Columnar chart group or series.
XlConstants,Enumeration,xl3DBar,-4099,Three-dimensional bar chart group or series.
XlConstants,Enumeration,xl3DSurface,-4103,Three-dimensional surface chart group or series.
XlConstants,Enumeration,xlDefaultAutoFormat,-1,Word applies default or automatic formatting.
XlConstants,Enumeration,xlNone,-4142,Do not display error bars in the specified chart group or series.
XlConstants,Enumeration,xlAbove,0,The summary row is displayed above the specified range.
XlConstants,Enumeration,xlBelow,1,The summary row is displayed below the specified range.
XlConstants,Enumeration,xlBoth,1,Display positive and negative error bars in the specified chart group or series.
XlConstants,Enumeration,xlBottom,-4107,Bottom.
XlConstants,Enumeration,xlCenter,-4108,Center.
XlConstants,Enumeration,xlChecker,9,Checker pattern.
XlConstants,Enumeration,xlCircle,8,Circle.
XlConstants,Enumeration,xlCorner,2,Corner.
XlConstants,Enumeration,xlCrissCross,16,Criss-cross pattern.
XlConstants,Enumeration,xlCross,4,Cross pattern.
XlConstants,Enumeration,xlDiamond,2,Diamond pattern.
XlConstants,Enumeration,xlDistributed,-4117,Distributed.
XlConstants,Enumeration,xlFill,5,Fill.
XlConstants,Enumeration,xlFixedValue,1,Display error amounts as a fixed value.
XlConstants,Enumeration,xlGeneral,1,General.
XlConstants,Enumeration,xlGray16,17,16% gray pattern.
XlConstants,Enumeration,xlGray25,-4124,25% gray pattern.
XlConstants,Enumeration,xlGray50,-4125,50% gray pattern.
XlConstants,Enumeration,xlGray75,-4126,75% gray pattern.
XlConstants,Enumeration,xlGray8,18,8% gray pattern.
XlConstants,Enumeration,xlGrid,15,Grid pattern.
XlConstants,Enumeration,xlHigh,-4127,High.
XlConstants,Enumeration,xlInside,2,Inside.
XlConstants,Enumeration,xlJustify,-4130,Justify.
XlConstants,Enumeration,xlLeft,-4131,Left.
XlConstants,Enumeration,xlLightDown,13,Light down line pattern.
XlConstants,Enumeration,xlLightHorizontal,11,Light horizontal line pattern.
XlConstants,Enumeration,xlLightUp,14,Light up line pattern.
XlConstants,Enumeration,xlLightVertical,12,Light vertical line pattern.
XlConstants,Enumeration,xlLow,-4134,Low.
XlConstants,Enumeration,xlMaximum,2,Maximum.
XlConstants,Enumeration,xlMinimum,4,Minimum.
XlConstants,Enumeration,xlMinusValues,3,Minus values.
XlConstants,Enumeration,xlNextToAxis,4,Next to axis.
XlConstants,Enumeration,xlOpaque,3,Opaque fill.
XlConstants,Enumeration,xlOutside,3,Outside.
XlConstants,Enumeration,xlPercent,2,Display error amounts as a percentage.
XlConstants,Enumeration,xlPlus,9,Display positive error bars in the specified chart group or series.
XlConstants,Enumeration,xlPlusValues,2,Plus values.
XlConstants,Enumeration,xlRight,-4152,Right.
XlConstants,Enumeration,xlScale,3,Scale.
XlConstants,Enumeration,xlSemiGray75,10,75% semi-gray pattern.
XlConstants,Enumeration,xlShowLabel,4,Show label.
XlConstants,Enumeration,xlShowLabelAndPercent,5,Show label and percent.
XlConstants,Enumeration,xlShowPercent,3,Show percent.
XlConstants,Enumeration,xlShowValue,2,Show value.
XlConstants,Enumeration,xlSingle,2,Single line.
XlConstants,Enumeration,xlSolid,1,Solid pattern.
XlConstants,Enumeration,xlSquare,1,Square.
XlConstants,Enumeration,xlStar,5,Star.
XlConstants,Enumeration,xlStError,4,Display error amounts as a standard error.
XlConstants,Enumeration,xlTop,-4160,Top.
XlConstants,Enumeration,xlTransparent,2,Transparent fill.
XlConstants,Enumeration,xlTriangle,3,Triangle.
XlCopyPictureFormat,Enumeration,xlBitmap,2,"A bitmap (.bmp, .jpg, .gif)."
XlCopyPictureFormat,Enumeration,xlPicture,-4147,"A drawn picture (.png, .wmf, .mix)."
XlDataLabelPosition,Enumeration,xlLabelPositionCenter,-4108,The data label is centered on the data point or is inside a bar or pie chart.
XlDataLabelPosition,Enumeration,xlLabelPositionAbove,0,The data label is positioned above the data point.
XlDataLabelPosition,Enumeration,xlLabelPositionBelow,1,The data label is positioned below the data point.
XlDataLabelPosition,Enumeration,xlLabelPositionLeft,-4131,The data label is positioned to the left of the data point.
XlDataLabelPosition,Enumeration,xlLabelPositionRight,-4152,The data label is positioned to the right of the data point.
XlDataLabelPosition,Enumeration,xlLabelPositionOutsideEnd,2,The data label is positioned outside the data point at the top edge.
XlDataLabelPosition,Enumeration,xlLabelPositionInsideEnd,3,The data label is positioned inside the data point at the top edge.
XlDataLabelPosition,Enumeration,xlLabelPositionInsideBase,4,The data label is positioned inside the data point at the bottom edge.
XlDataLabelPosition,Enumeration,xlLabelPositionBestFit,5,Word sets the position of the data label.
XlDataLabelPosition,Enumeration,xlLabelPositionMixed,6,Data labels are in multiple positions.
XlDataLabelPosition,Enumeration,xlLabelPositionCustom,7,The data label is in a custom position.
XlDataLabelSeparator,Enumeration,xlDataLabelSeparatorDefault,1,Word selects the separator.
XlDataLabelsType,Enumeration,xlDataLabelsShowNone,-4142,No data labels.
XlDataLabelsType,Enumeration,xlDataLabelsShowValue,2,The default value for the point (assumed if this argument is not specified).
XlDataLabelsType,Enumeration,xlDataLabelsShowPercent,3,The percentage of the total. Available only for pie charts and doughnut charts.
XlDataLabelsType,Enumeration,xlDataLabelsShowLabel,4,The category for the point.
XlDataLabelsType,Enumeration,xlDataLabelsShowLabelAndPercent,5,"The percentage of the total, and the category for the point. Available only for pie charts and doughnut charts."
XlDataLabelsType,Enumeration,xlDataLabelsShowBubbleSizes,6,Show the size of the bubble in reference to the absolute value.
XlDisplayBlanksAs,Enumeration,xlInterpolated,3,Values are interpolated into the chart.
XlDisplayBlanksAs,Enumeration,xlNotPlotted,1,Blank cells are not plotted.
XlDisplayBlanksAs,Enumeration,xlZero,2,Blanks are plotted as zero.
XlDisplayUnit,Enumeration,xlHundreds,-2,Hundreds.
XlDisplayUnit,Enumeration,xlThousands,-3,Thousands.
XlDisplayUnit,Enumeration,xlTenThousands,-4,Tens of thousands.
XlDisplayUnit,Enumeration,xlHundredThousands,-5,Hundreds of thousands.
XlDisplayUnit,Enumeration,xlMillions,-6,Millions.
XlDisplayUnit,Enumeration,xlTenMillions,-7,Tens of millions.
XlDisplayUnit,Enumeration,xlHundredMillions,-8,Hundreds of millions.
XlDisplayUnit,Enumeration,xlThousandMillions,-9,Thousands of millions.
XlDisplayUnit,Enumeration,xlMillionMillions,-10,Millions of millions.
XlEndStyleCap,Enumeration,xlCap,1,Caps are applied.
XlEndStyleCap,Enumeration,xlNoCap,2,No caps are applied.
XlErrorBarDirection,Enumeration,xlChartX,-4168,Bars run parallel to the y-axis for x-axis values.
XlErrorBarDirection,Enumeration,xlChartY,1,Bars run parallel to the x-axis for y-axis values.
XlErrorBarInclude,Enumeration,xlErrorBarIncludeBoth,1,Both the positive and negative error range.
XlErrorBarInclude,Enumeration,xlErrorBarIncludeMinusValues,3,Only the negative error range.
XlErrorBarInclude,Enumeration,xlErrorBarIncludeNone,-4142,No error bar range.
XlErrorBarInclude,Enumeration,xlErrorBarIncludePlusValues,2,Only the positive error range.
XlErrorBarType,Enumeration,xlErrorBarTypeCustom,-4114,The range is set by fixed values or cell values.
XlErrorBarType,Enumeration,xlErrorBarTypeFixedValue,1,Fixed-length error bars.
XlErrorBarType,Enumeration,xlErrorBarTypePercent,2,The percentage of the range to be covered by the error bars.
XlErrorBarType,Enumeration,xlErrorBarTypeStDev,-4155,Shows the range for a specified number of standard deviations.
XlErrorBarType,Enumeration,xlErrorBarTypeStError,4,Shows the standard error range.
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelAutomatic,0,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelDataOnly,1,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelPostalCode,2,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCounty,3,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelState,4,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCountryRegion,5,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCountryRegionList,6,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelWorld,7,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeAutomatic,0,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeMercator,1,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeMiller,2,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeAlbers,3,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeRobinson,4,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypeExtremeValue,0,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypeNumber,1,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypePercent,2,
XlHAlign,Enumeration,xlHAlignCenter,-4108,Center.
XlHAlign,Enumeration,xlHAlignCenterAcrossSelection,7,Center across selection.
XlHAlign,Enumeration,xlHAlignDistributed,-4117,Distribute.
XlHAlign,Enumeration,xlHAlignFill,5,Fill.
XlHAlign,Enumeration,xlHAlignGeneral,1,Align according to data type.
XlHAlign,Enumeration,xlHAlignJustify,-4130,Justify.
XlHAlign,Enumeration,xlHAlignLeft,-4131,Left.
XlHAlign,Enumeration,xlHAlignRight,-4152,Right.
XlLegendPosition,Enumeration,xlLegendPositionBottom,-4107,Below the chart.
XlLegendPosition,Enumeration,xlLegendPositionCorner,2,In the upper-right corner of the chart border.
XlLegendPosition,Enumeration,xlLegendPositionLeft,-4131,Left of the chart.
XlLegendPosition,Enumeration,xlLegendPositionRight,-4152,Right of the chart.
XlLegendPosition,Enumeration,xlLegendPositionTop,-4160,Above the chart.
XlLegendPosition,Enumeration,xlLegendPositionCustom,-4161,A custom position.
XlLineStyle,Enumeration,xlContinuous,1,A continuous line.
XlLineStyle,Enumeration,xlDash,-4115,A dashed line.
XlLineStyle,Enumeration,xlDashDot,4,Alternating dashes and dots.
XlLineStyle,Enumeration,xlDashDotDot,5,A dash followed by two dots.
XlLineStyle,Enumeration,xlDot,-4118,A dotted line.
XlLineStyle,Enumeration,xlDouble,-4119,A double line.
XlLineStyle,Enumeration,xlSlantDashDot,13,Slanted dashes.
XlLineStyle,Enumeration,xlLineStyleNone,-4142,No line.
XlMarkerStyle,Enumeration,xlMarkerStyleAutomatic,-4105,Automatic markers.
XlMarkerStyle,Enumeration,xlMarkerStyleCircle,8,Circular markers.
XlMarkerStyle,Enumeration,xlMarkerStyleDash,-4115,Long bar markers.
XlMarkerStyle,Enumeration,xlMarkerStyleDiamond,2,Diamond-shaped markers.
XlMarkerStyle,Enumeration,xlMarkerStyleDot,-4118,Short bar markers.
XlMarkerStyle,Enumeration,xlMarkerStyleNone,-4142,No markers.
XlMarkerStyle,Enumeration,xlMarkerStylePicture,-4147,Picture markers.
XlMarkerStyle,Enumeration,xlMarkerStylePlus,9,Square markers with a plus sign.
XlMarkerStyle,Enumeration,xlMarkerStyleSquare,1,Square markers.
XlMarkerStyle,Enumeration,xlMarkerStyleStar,5,Square markers with an asterisk.
XlMarkerStyle,Enumeration,xlMarkerStyleTriangle,3,Triangular markers.
XlMarkerStyle,Enumeration,xlMarkerStyleX,-4168,Square markers with an X.
XlOrientation,Enumeration,xlDownward,-4170,Text runs downward.
XlOrientation,Enumeration,xlHorizontal,-4128,Text runs horizontally.
XlOrientation,Enumeration,xlUpward,-4171,Text runs upward.
XlOrientation,Enumeration,xlVertical,-4166,Text runs downward and is centered in the cell.
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsNone,0,No parent labels are shown.
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsBanner,1,The parent label layout is a banner above the category.
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsOverlapping,2,The parent label is laid out within the category.
XlPattern,Enumeration,xlPatternAutomatic,-4105,Word controls the pattern.
XlPattern,Enumeration,xlPatternChecker,9,A checkerboard.
XlPattern,Enumeration,xlPatternCrissCross,16,Criss-crossed lines.
XlPattern,Enumeration,xlPatternDown,-4121,Dark diagonal lines running from the upper-left to the lower-right.
XlPattern,Enumeration,xlPatternGray16,17,16% gray.
XlPattern,Enumeration,xlPatternGray25,-4124,25% gray.
XlPattern,Enumeration,xlPatternGray50,-4125,50% gray.
XlPattern,Enumeration,xlPatternGray75,-4126,75% gray.
XlPattern,Enumeration,xlPatternGray8,18,8% gray.
XlPattern,Enumeration,xlPatternGrid,15,A grid.
XlPattern,Enumeration,xlPatternHorizontal,-4128,Dark horizontal lines.
XlPattern,Enumeration,xlPatternLightDown,13,Light diagonal lines running from the upper-left to the lower-right.
XlPattern,Enumeration,xlPatternLightHorizontal,11,Light horizontal lines.
XlPattern,Enumeration,xlPatternLightUp,14,Light diagonal lines running from the lower-left to the upper-right.
XlPattern,Enumeration,xlPatternLightVertical,12,Light vertical bars.
XlPattern,Enumeration,xlPatternNone,-4142,No pattern.
XlPattern,Enumeration,xlPatternSemiGray75,10,75% dark moir.
XlPattern,Enumeration,xlPatternSolid,1,A solid color.
XlPattern,Enumeration,xlPatternUp,-4162,Dark diagonal lines running from the lower-left to the upper-right.
XlPattern,Enumeration,xlPatternVertical,-4166,Dark vertical bars.
XlPattern,Enumeration,xlPatternLinearGradient,4000,A linear gradient.
XlPattern,Enumeration,xlPatternRectangularGradient,4001,A rectangular gradient.
XlPictureAppearance,Enumeration,xlPrinter,2,The picture is copied as it will look when it is printed.
XlPictureAppearance,Enumeration,xlScreen,1,The picture is copied to resemble its display on the screen as closely as possible.
XlPieSliceIndex,Enumeration,xlOuterCounterClockwisePoint,1,The outermost counterclockwise point of the circumference of a slice.
XlPieSliceIndex,Enumeration,xlOuterCenterPoint,2,The outer center point of the circumference of a slice.
XlPieSliceIndex,Enumeration,xlOuterClockwisePoint,3,The outermost clockwise point of the circumference of a slice.
XlPieSliceIndex,Enumeration,xlMidClockwiseRadiusPoint,4,The midpoint of the most clockwise radius of a slice.
XlPieSliceIndex,Enumeration,xlCenterPoint,5,The center point of a pie slice.
XlPieSliceIndex,Enumeration,xlMidCounterClockwiseRadiusPoint,6,The midpoint of the most counterclockwise radius of a slice.
XlPieSliceIndex,Enumeration,xlInnerClockwisePoint,7,The innermost point of the most clockwise radius of a doughnut slice.
XlPieSliceIndex,Enumeration,xlInnerCenterPoint,8,The innermost center point of a doughnut slice.
XlPieSliceIndex,Enumeration,xlInnerCounterClockwisePoint,9,The innermost point of the most counterclockwise radius of a doughnut slice.
XlPieSliceLocation,Enumeration,xlHorizontalCoordinate,1,
XlPieSliceLocation,Enumeration,xlVerticalCoordinate,2,
XlPivotFieldOrientation,Enumeration,xlColumnField,2,A column field.
XlPivotFieldOrientation,Enumeration,xlDataField,4,A data field.
XlPivotFieldOrientation,Enumeration,xlHidden,0,A hidden field.
XlPivotFieldOrientation,Enumeration,xlPageField,3,A page field.
XlPivotFieldOrientation,Enumeration,xlRowField,1,A row field.
XlReadingOrder,Enumeration,xlContext,-5002,According to context.
XlReadingOrder,Enumeration,xlLTR,-5003,Left-to-right.
XlReadingOrder,Enumeration,xlRTL,-5004,Right-to-left.
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsNone,0,
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsBestFitOnly,1,
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsShowAll,2,
XlRgbColor,Enumeration,rgbAliceBlue,16775408,
XlRgbColor,Enumeration,rgbAntiqueWhite,14150650,
XlRgbColor,Enumeration,rgbAqua,16776960,
XlRgbColor,Enumeration,rgbAquamarine,13959039,
XlRgbColor,Enumeration,rgbAzure,16777200,
XlRgbColor,Enumeration,rgbBeige,14480885,
XlRgbColor,Enumeration,rgbBisque,12903679,
XlRgbColor,Enumeration,rgbBlack,0,
XlRgbColor,Enumeration,rgbBlanchedAlmond,13495295,
XlRgbColor,Enumeration,rgbBlue,16711680,
XlRgbColor,Enumeration,rgbBlueViolet,14822282,
XlRgbColor,Enumeration,rgbBrown,2763429,
XlRgbColor,Enumeration,rgbBurlyWood,8894686,
XlRgbColor,Enumeration,rgbCadetBlue,10526303,
XlRgbColor,Enumeration,rgbChartreuse,65407,
XlRgbColor,Enumeration,rgbCoral,5275647,
XlRgbColor,Enumeration,rgbCornflowerBlue,15570276,
XlRgbColor,Enumeration,rgbCornsilk,14481663,
XlRgbColor,Enumeration,rgbCrimson,3937500,
XlRgbColor,Enumeration,rgbDarkBlue,9109504,
XlRgbColor,Enumeration,rgbDarkCyan,9145088,
XlRgbColor,Enumeration,rgbDarkGoldenrod,755384,
XlRgbColor,Enumeration,rgbDarkGreen,25600,
XlRgbColor,Enumeration,rgbDarkGray,11119017,
XlRgbColor,Enumeration,rgbDarkGrey,11119017,
XlRgbColor,Enumeration,rgbDarkKhaki,7059389,
XlRgbColor,Enumeration,rgbDarkMagenta,9109643,
XlRgbColor,Enumeration,rgbDarkOliveGreen,3107669,
XlRgbColor,Enumeration,rgbDarkOrange,36095,
XlRgbColor,Enumeration,rgbDarkOrchid,13382297,
XlRgbColor,Enumeration,rgbDarkRed,139,
XlRgbColor,Enumeration,rgbDarkSalmon,8034025,
XlRgbColor,Enumeration,rgbDarkSeaGreen,9419919,
XlRgbColor,Enumeration,rgbDarkSlateBlue,9125192,
XlRgbColor,Enumeration,rgbDarkSlateGray,5197615,
XlRgbColor,Enumeration,rgbDarkSlateGrey,5197615,
XlRgbColor,Enumeration,rgbDarkTurquoise,13749760,
XlRgbColor,Enumeration,rgbDarkViolet,13828244,
XlRgbColor,Enumeration,rgbDeepPink,9639167,
XlRgbColor,Enumeration,rgbDeepSkyBlue,16760576,
XlRgbColor,Enumeration,rgbDimGray,6908265,
XlRgbColor,Enumeration,rgbDimGrey,6908265,
XlRgbColor,Enumeration,rgbDodgerBlue,16748574,
XlRgbColor,Enumeration,rgbFireBrick,2237106,
XlRgbColor,Enumeration,rgbFloralWhite,15792895,
XlRgbColor,Enumeration,rgbForestGreen,2263842,
XlRgbColor,Enumeration,rgbFuchsia,16711935,
XlRgbColor,Enumeration,rgbGainsboro,14474460,
XlRgbColor,Enumeration,rgbGhostWhite,16775416,
XlRgbColor,Enumeration,rgbGold,55295,
XlRgbColor,Enumeration,rgbGoldenrod,2139610,
XlRgbColor,Enumeration,rgbGray,8421504,
XlRgbColor,Enumeration,rgbGreen,32768,
XlRgbColor,Enumeration,rgbGrey,8421504,
XlRgbColor,Enumeration,rgbGreenYellow,3145645,
XlRgbColor,Enumeration,rgbHoneydew,15794160,
XlRgbColor,Enumeration,rgbHotPink,11823615,
XlRgbColor,Enumeration,rgbIndianRed,6053069,
XlRgbColor,Enumeration,rgbIndigo,8519755,
XlRgbColor,Enumeration,rgbIvory,15794175,
XlRgbColor,Enumeration,rgbKhaki,9234160,
XlRgbColor,Enumeration,rgbLavender,16443110,
XlRgbColor,Enumeration,rgbLavenderBlush,16118015,
XlRgbColor,Enumeration,rgbLawnGreen,64636,
XlRgbColor,Enumeration,rgbLemonChiffon,13499135,
XlRgbColor,Enumeration,rgbLightBlue,15128749,
XlRgbColor,Enumeration,rgbLightCoral,8421616,
XlRgbColor,Enumeration,rgbLightCyan,9145088,
XlRgbColor,Enumeration,rgbLightGoldenrodYellow,13826810,
XlRgbColor,Enumeration,rgbLightGray,13882323,
XlRgbColor,Enumeration,rgbLightGreen,9498256,
XlRgbColor,Enumeration,rgbLightGrey,13882323,
XlRgbColor,Enumeration,rgbLightPink,12695295,
XlRgbColor,Enumeration,rgbLightSalmon,8036607,
XlRgbColor,Enumeration,rgbLightSeaGreen,11186720,
XlRgbColor,Enumeration,rgbLightSkyBlue,16436871,
XlRgbColor,Enumeration,rgbLightSlateGray,10061943,
XlRgbColor,Enumeration,rgbLightSlateGrey,10061943,
XlRgbColor,Enumeration,rgbLightSteelBlue,14599344,
XlRgbColor,Enumeration,rgbLightYellow,14745599,
XlRgbColor,Enumeration,rgbLime,65280,
XlRgbColor,Enumeration,rgbLimeGreen,3329330,
XlRgbColor,Enumeration,rgbLinen,15134970,
XlRgbColor,Enumeration,rgbMaroon,128,
XlRgbColor,Enumeration,rgbMediumAquamarine,11206502,
XlRgbColor,Enumeration,rgbMediumBlue,13434880,
XlRgbColor,Enumeration,rgbMediumOrchid,13850042,
XlRgbColor,Enumeration,rgbMediumPurple,14381203,
XlRgbColor,Enumeration,rgbMediumSeaGreen,7451452,
XlRgbColor,Enumeration,rgbMediumSlateBlue,15624315,
XlRgbColor,Enumeration,rgbMediumSpringGreen,10156544,
XlRgbColor,Enumeration,rgbMediumTurquoise,13422920,
XlRgbColor,Enumeration,rgbMediumVioletRed,8721863,
XlRgbColor,Enumeration,rgbMidnightBlue,7346457,
XlRgbColor,Enumeration,rgbMintCream,16449525,
