Object,Property,Property split,Type,Access
FormOldV10,FilterOn,Filter On,Boolean,V
FormOldV10,OrderBy,Order By,String,V
FormOldV10,OrderByOn,Order By On,Boolean,V
FormOldV10,AllowFilters,Allow Filters,Boolean,V
FormOldV10,Caption,Caption,String,V
FormOldV10,DefaultView,Default View,Byte,V
FormOldV10,ViewsAllowed,Views Allowed,Byte,V
FormOldV10,AllowEdits,Allow Edits,Boolean,V
FormOldV10,AllowDeletions,Allow Deletions,Boolean,V
FormOldV10,AllowAdditions,Allow Additions,Boolean,V
FormOldV10,DataEntry,Data Entry,Boolean,V
FormOldV10,RecordsetType,Recordset Type,Byte,V
